100	75	141	-7	-55	-144	-151	-232	-109	144	293	398	7	39	-113	
100	-35	41	-42	-138	-206	-294	-702	88	249	408	430	142	221	-146	
-14	89	157	33	-1	-209	-477	-918	-34	185	887	1147	732	276	-67	
43	250	307	-28	-217	-659	-910	-1349	-190	80	1279	809	508	781	-54	
-28	66	72	-102	-179	-818	-1141	-1090	-535	-21	750	1215	850	520	23	
-29	-14	-41	-270	-269	-934	-321	-477	-292	-230	279	453	95	426	47	
-22	-35	-158	-83	98	-340	-41	-204	-177	-142	144	-128	-121	94	-27	
-159	-153	-284	0	122	139	1090	454	-68	-243	-316	-1032	-462	-373	-113	
-433	-258	-485	-173	254	1711	2505	1753	242	-277	-1212	-2202	-1528	-1383	-325	
-301	-355	-767	-580	564	2062	3047	2483	412	-487	-2571	-2808	-2551	-2095	-352	
-189	-230	-591	-302	705	2519	3047	2934	722	-516	-2797	-3484	-2495	-2095	165	
-147	-171	-1062	-311	175	1816	2977	2448	981	-317	-2373	-3047	-2775	-1913	283	
-252	-279	-429	-304	-159	972	2139	955	129	-223	-1098	-1723	-1934	-1160	78	
-231	-195	-319	-287	-351	-42	758	24	32	-142	-323	-525	-504	-227	204	
268	-7	-70	-249	-494	-615	-308	-831	-232	-7	184	143	230	252	101	
452	125	224	-132	-640	-1239	-795	-1665	-122	128	546	859	1271	915	149	
306	291	528	-21	-757	-1834	-1733	-2196	-835	289	887	1622	1540	1233	-107	
177	83	204	-125	-447	-1544	-1704	-2383	-339	337	648	2028	1271	831	23	
69	0	16	-56	-220	-847	-1055	-1593	-183	305	801	1418	1355	1065	259	
-33	-70	-35	-49	-310	-485	-520	-1148	-305	64	631	454	349	647	110	
-98	-237	-35	-63	-262	-329	-267	-702	-163	-61	440	453	301	363	-107	
-42	-157	-97	-138	-200	-302	-55	-673	56	-81	296	295	-54	-14	-54	
