-150	-201	132	106	-158	-292	-408	-298	-203	-404	-74	47	126	9	0	421	101	-25	-51	-282	-407	
-112	0	156	213	-288	-355	-961	-522	-587	-518	-81	23	165	155	94	295	139	166	87	-205	-237	
-77	215	169	-59	-731	-881	-989	-1035	-929	-957	-81	119	252	354	297	528	290	177	-15	-120	-406	
40	295	400	115	-541	-968	-1708	-1979	-1071	-464	-188	261	418	789	682	569	431	270	-8	-156	-367	
-7	373	268	-21	-412	-722	-1895	-1664	-318	-68	-121	261	371	1188	493	596	341	-14	-267	-363	-474	
151	244	165	-49	-499	-953	-2010	-778	-156	152	183	237	23	432	227	497	353	123	-200	-241	-324	
125	132	38	-200	-949	-1170	-1306	-68	120	288	438	297	245	291	-73	160	194	153	-111	-378	-263	
1	-49	-160	-358	-1036	-492	-645	444	357	372	422	269	7	-80	-265	23	91	216	639	70	-163	
-42	-312	-270	-427	-78	277	300	705	370	424	271	103	-313	-418	-961	-395	-66	-477	1130	183	-45	
-105	-620	-668	-427	196	1160	1476	1205	670	576	135	-134	-267	-1343	-1182	-938	-882	-1126	297	516	437	
-56	-679	-1239	-234	196	1946	2761	1551	910	631	334	-201	-233	-1274	-1859	-1680	-2195	-1384	669	862	1636	
-418	-1018	-1312	-159	81	2768	2500	2068	1116	767	358	-481	-532	-1343	-1583	-2491	-3480	-2023	1288	1580	1372	
-422	-841	-1532	-262	442	3274	2917	1861	1322	597	127	-334	-518	-913	-1680	-2134	-2577	-2445	1156	2033	918	
-319	-885	-1137	-363	376	3012	2535	912	1064	665	119	-462	-602	-843	-1528	-1887	-2536	-2595	721	1769	1523	
-285	-506	-858	-413	163	1877	1493	705	1064	336	31	-630	-755	-746	-1086	-1158	-2591	-1194	455	1315	787	
-230	-319	-408	-310	-192	1003	781	291	550	272	15	-414	-281	-552	-478	-152	-1456	-575	420	455	367	
41	66	-42	-269	-131	293	-21	-61	144	-411	-14	-107	-193	-14	-205	234	77	-490	368	-156	-97	
125	273	-49	-49	-206	-171	-889	-441	-196	-248	-47	-82	-66	118	62	351	182	61	131	-400	-289	
58	315	247	90	-343	-1184	-1579	-644	-573	-337	-128	47	71	346	1161	1331	240	205	61	-533	-406	
-35	216	187	205	-446	-968	-2053	-806	-1185	-659	-47	15	242	756	1293	1364	287	200	-23	-698	-548	
36	129	82	320	-55	-564	-2196	-1121	-1114	-376	-7	103	126	605	1062	1397	551	332	-119	-259	-328	
-35	16	0	118	-117	-369	-1823	-420	-914	-702	-342	15	173	723	1062	544	435	30	-30	-252	-319	
-140	-28	38	271	-315	-430	-918	-393	-644	-411	-165	7	140	191	1293	576	69	29	78	-60	-245	
-105	-91	-90	48	-151	-423	-374	-251	-203	-176	-78	63	189	378	897	444	62	-59	-13	-48	-252	
