-105	-105	-64	-111	-124	-252	-260	-28	32	24	72	326	-41	-87	
-28	-44	-21	-101	-165	-201	-261	-266	-145	-14	344	326	-14	-54	
108	-21	-63	-104	-100	-209	-314	-558	-332	96	699	526	71	173	
268	82	31	0	-138	-220	-362	-1176	-427	48	563	741	341	681	
117	99	14	-97	-42	-847	-968	-1191	-420	112	767	1351	436	424	
81	91	24	-24	-205	-702	-492	-1090	-149	-7	472	690	134	231	
83	-84	-215	-138	-49	-124	-69	-347	-305	64	96	143	7	-31	
-126	-279	-409	-145	41	253	701	851	-163	-230	-464	-652	-280	-240	
-523	-526	-620	-243	271	1306	1964	2135	177	-338	-2174	-1399	-1570	-1551	
-420	-393	-1032	-536	899	1851	3239	3090	387	-786	-2727	-2413	-2425	-2206	
-289	-97	-532	-201	1288	2923	3501	3368	394	-601	-2911	-3667	-2145	-1997	
-280	-146	-347	-325	758	2519	2925	2153	32	-288	-2528	-3258	-1780	-1676	
-273	-215	-285	-201	254	1025	1405	1042	129	-48	-1481	-2075	-1093	-1397	
-217	-56	-218	-170	24	-69	366	40	18	-68	-546	-539	-121	-74	
-35	-74	-73	-97	-296	-485	48	-918	-28	136	64	350	643	411	
226	158	99	-49	-596	-1007	-355	-1823	-258	289	496	995	1675	714	
301	25	154	0	-450	-1283	-1430	-2182	-921	281	955	2011	1827	848	
133	216	492	-21	-372	-1152	-1618	-2412	-678	474	648	2181	1406	798	
137	216	326	0	-298	-383	-458	-1650	-366	273	495	1723	749	458	
217	358	154	-90	-223	-311	-253	-1320	-251	-81	520	1351	222	248	
117	200	24	-35	-193	-302	-303	-245	-109	321	424	572	317	260	
