62	0	-116	-105	-251	-402	-345	-159	-42	193	-211	-14	
-57	-76	-27	150	-348	-470	-595	-207	16	124	-96	8	
-191	-43	64	276	-496	-532	-902	-83	286	383	235	218	
-138	101	181	-9	-541	-355	-546	-145	425	724	1146	379	
-191	135	112	50	-792	-944	-829	-200	691	1160	764	622	
-127	109	84	-28	-881	-1297	-433	-372	445	627	712	686	
-283	-78	67	92	-112	-277	-97	-159	-14	8	-7	250	
-375	-254	-148	251	726	514	543	8	-688	-997	-774	-210	
-396	-391	-309	201	1320	2478	1254	-35	-1515	-1762	-1809	-265	
-360	-349	-271	309	1662	2764	1752	156	-2052	-2369	-2742	-278	
-240	-373	-1	774	1500	2317	1450	106	-1558	-2831	-1981	-692	
-135	-331	-134	427	566	903	421	345	-644	-1358	-1148	-380	
-167	-240	-22	-42	-28	91	132	123	-124	-130	-334	-75	
-99	-85	16	-105	-167	-250	-345	57	237	293	-48	80	
-43	-57	-23	-42	51	-709	-624	-35	474	464	306	110	
-92	-29	-28	-91	-174	-723	-1034	-330	352	537	486	48	
-163	-70	33	-126	-327	-355	-814	-537	269	405	162	-26	
-50	-120	84	16	-234	-333	-682	-337	155	205	-89	-136	
93	45	193	-133	-292	-575	-401	-35	110	86	-6	-75	
25	112	80	-126	-133	-430	-311	-108	-28	59	56	-136	
