-223	-374	-358	-214	-151	32	-80	-136	-197	-206	-275	
-526	-473	-551	-269	-233	220	-41	-136	-176	-190	-201	
-541	-499	-521	-90	32	1073	382	8	-27	-175	-136	
-792	-841	-634	-227	270	1545	1319	517	96	-216	-164	
-659	-1062	-946	-289	376	1457	833	355	-108	-174	-155	
-1339	-1135	-902	-317	114	776	399	204	-210	-216	-215	
-202	-77	-263	32	65	277	-55	-51	-34	24	-148	
525	373	388	-35	-281	-694	-1262	-319	-14	232	-88	
1572	2442	1094	115	-1471	-2527	-2053	-749	104	312	111	
1968	3265	1361	98	-1965	-3018	-3231	-1221	32	1330	334	
1680	3391	1165	279	-1457	-1632	-1981	-1050	361	1637	215	
516	1548	649	156	-760	-335	-889	-764	72	631	119	
25	24	41	-269	-340	-28	-238	-506	-14	48	5	
-341	-430	-218	41	-96	513	40	-122	-44	-54	-55	
-407	-471	-521	74	417	526	295	177	16	-303	-192	
-289	-1032	-770	-21	196	422	230	-61	-68	-209	-208	
-265	-650	-712	-145	-69	193	123	34	-14	-256	-175	
-216	-340	-249	-42	25	154	154	88	-108	-182	-209	
-56	-347	-76	41	57	342	89	84	-122	-209	-180	
-131	-347	-242	-56	90	136	73	-5	-122	-171	-107	
