-15	-69	-148	-148	-15	-137	-207	-318	-263	-197	-232	-443	-310	-354	-271	-192	294	60	0	43	1	-37	302	200	293	103	129	-74	3	-23	-389	-426	
1	22	43	-69	-15	-126	-60	-303	-282	-229	-370	-553	-310	-297	-266	-67	149	138	-59	17	-30	67	319	190	595	86	-67	-74	43	189	189	-97	
69	-11	-37	-156	-156	-35	-148	-239	-332	-823	-465	-446	-295	-257	-284	-347	234	-8	99	165	147	228	414	60	897	129	-1	-4	51	-45	154	-228	
17	-97	-66	-182	-26	-6	-111	-170	-554	-572	-813	-468	-773	-869	-517	-369	-57	-118	164	398	863	285	1492	397	1568	86	-8	8	51	40	163	-169	
-200	-165	-163	-237	61	0	-192	-288	-561	-1074	-1221	-233	-1903	-1544	-545	-301	-195	-19	277	685	882	718	1511	789	1568	284	174	86	86	-8	10	-42	
-176	-200	-178	-117	-50	139	-124	-229	-826	-2253	-2179	-2274	-2673	-649	-573	-316	-52	-37	103	1185	2170	1632	2518	1908	2220	1453	336	129	-111	15	-16	-59	
-185	-150	-241	-207	-81	-86	-214	-386	-2256	-3117	-2839	-3028	-2751	-1371	-782	-426	-324	-148	-67	1054	2935	1502	2872	2859	3916	2291	431	258	86	94	21	8	
-195	-89	-429	-291	-215	-185	-569	-1502	-2146	-3950	-3341	-2792	-1605	-1513	-509	-394	-295	-118	-52	550	2076	942	2294	3139	3226	2850	629	1206	103	40	0	-111	
-215	-226	-290	-311	-580	-694	-858	-3294	-2806	-4389	-2713	-1976	-726	-1152	-442	-567	-148	77	-15	95	1796	441	1044	2374	3618	3353	1955	1764	1234	-37	-162	-128	
-295	-148	-193	-392	-606	-1967	-2226	-4441	-3309	-4201	-1347	-1018	-597	-901	277	-84	95	77	-103	-368	657	17	0	1461	2891	4880	3742	2490	1420	379	0	30	
-339	-263	-429	-670	-738	-2644	-3421	-5762	-3451	-3415	-954	-288	-170	-288	503	234	268	-89	-236	-561	181	-365	-81	431	2239	4545	4226	3941	2443	735	274	215	
-503	-133	-303	-434	-1414	-3131	-4521	-6611	-3419	-2410	-222	173	-111	138	1992	251	521	-155	-845	-2175	-464	-1117	-339	-368	804	3595	4207	5188	3447	2297	146	548	
-732	-732	-281	-890	-2374	-3996	-6314	-6611	-2461	-1326	252	425	785	733	3715	1157	540	-494	-1926	-4149	-1971	-2464	-353	-1190	164	2347	4021	6360	5121	2501	829	1161	
-237	-326	-333	-969	-2452	-4672	-6785	-6108	-1675	-406	221	321	2134	2981	6392	2486	1756	-732	-3196	-5920	-4760	-3451	-520	-1629	-331	838	3425	7216	5437	2743	1368	1105	
-170	-281	-289	-937	-2720	-6056	-7257	-6328	-1156	-288	151	330	2828	4630	7703	3627	1139	-983	-3321	-7127	-5856	-4375	-552	-2427	-581	466	3500	7682	6851	4304	1870	1347	
-119	-289	-783	-1299	-2610	-6150	-7901	-6783	-575	-185	344	425	3690	5079	7759	4769	1662	-920	-2882	-7503	-6170	-4265	-771	-1394	-294	215	2904	7700	6944	4546	1610	1403	
69	-303	-893	-1142	-2531	-5584	-7776	-6862	-198	-155	243	78	4140	4367	8433	4470	1775	-371	-2287	-7331	-6154	-4062	-1068	-1425	-147	-23	3090	7030	6553	3951	1294	585	
-159	-377	-704	-1252	-1949	-4798	-7178	-6626	-355	-52	191	391	3165	3112	7497	4357	563	-512	-2099	-5936	-4164	-2965	-959	-940	77	448	4282	7347	5363	3059	1907	301	
-230	-266	-399	-687	-1288	-4295	-6471	-6721	-1188	-666	-129	225	2491	1876	4950	2823	572	-779	-1190	-4071	-2848	-1618	-353	-455	164	1322	5082	7328	5214	1999	1554	189	
-15	-89	-37	-554	-1005	-3037	-4883	-6721	-2524	-1656	-266	139	538	477	2516	1101	606	-464	-515	-1705	-890	-309	146	-37	673	1788	4878	6249	4154	2129	387	77	
78	-97	9	-237	-785	-2408	-3861	-5935	-3451	-2394	-608	60	-273	-185	812	708	182	-339	-96	-1078	-309	-177	233	475	1791	2719	5324	5077	3633	1516	206	-111	
-62	-274	-97	-200	-237	-1118	-2022	-4363	-3372	-3462	-1849	-908	-737	-1152	199	-111	86	-199	-129	-118	103	8	544	1759	2500	3744	5901	3569	1420	215	46	-118	
-74	-326	-167	-129	-119	-369	-748	-3482	-3702	-4060	-2116	-1787	-1589	-1811	34	-376	-162	-308	-103	233	536	363	1585	2113	3282	4433	4673	2099	215	68	-118	-235	
-89	-198	-151	-30	19	-45	-192	-2099	-3718	-3415	-4017	-2149	-1919	-2250	-861	-575	-251	-56	493	528	1274	401	2966	3549	3170	4582	2346	1336	-169	-15	-82	-235	
-123	-208	-207	-104	270	17	-343	-1298	-2932	-3007	-4472	-2494	-2264	-2972	-892	-1367	78	135	658	1316	1684	1334	3283	3493	3562	2999	1434	443	-221	-221	43	-89	
-170	-303	-163	-185	125	22	104	8	-1549	-2001	-2807	-2117	-2908	-3035	-1143	-912	26	-140	744	536	1348	1670	2704	2617	2760	1956	1247	-67	-177	-45	82	-125	
-215	-188	-260	-96	-43	131	156	-8	-1094	-996	-1881	-2023	-1919	-2219	-1253	-881	138	211	1200	476	1386	1054	2108	1367	1940	1266	448	57	-141	61	41	-2	
-141	-186	-222	-207	-45	122	29	-266	-391	-179	-624	-1301	-883	-1466	-704	-708	-268	-354	938	233	882	811	1082	354	1326	559	8	-45	-111	-23	60	77	
-133	-128	-23	-171	-67	26	-133	-228	-369	-317	-487	-845	-804	-885	-547	-162	-246	-4	845	77	545	449	876	415	405	198	51	-133	-22	6	146	120	
