-77	-146	-394	-69	-48	-10	-198	-116	
-230	-340	-814	-241	-179	187	-198	-156	
-348	-361	-726	-145	-179	423	-28	-89	
-526	-723	-1151	-90	237	1160	64	72	
-1043	-959	-1371	-104	425	1527	357	331	
-984	-1342	-888	-234	409	1370	486	387	
-999	-1091	-946	-420	8	933	292	194	
-146	-111	-152	-7	-69	236	-62	-47	
250	473	649	148	-441	-650	-1320	-319	
1356	2585	1485	90	-1587	-2397	-2613	-463	
1302	3283	1823	263	-2371	-3047	-3116	-706	
1518	2335	1539	509	-1457	-1906	-2168	-849	
1050	975	774	435	-760	-1083	-817	-434	
83	41	0	-193	-268	-451	-170	-285	
50	-464	-536	-243	-124	326	-28	-204	
-63	-539	-756	-117	450	562	186	49	
25	-871	-902	-214	433	440	202	129	
-105	-797	-624	-365	98	230	142	96	
