-203	-244	-381	-173	-181	-103	285	-96	-143	
268	-362	-409	-276	-310	57	627	16	-271	
-57	-955	-738	-352	-413	139	717	267	-49	
-353	-1502	-1180	-546	-284	237	1283	590	183	
-63	-1176	-1518	-1195	-413	417	1300	451	274	
-426	-1398	-1430	-1019	-392	155	951	399	253	
-280	-467	-312	-256	-282	-144	-96	-55	63	
-168	208	522	16	98	-833	-1719	-1248	-7	
83	1662	1798	1414	337	-1370	-2585	-2053	-68	
301	1824	1888	1770	460	-2153	-2397	-2929	-156	
376	1248	1923	880	419	-1573	-2065	-2412	-346	
393	516	921	495	378	-1007	-1199	-1047	-265	
175	66	-7	-145	345	-76	-137	-75	-82	
