-22	9	-7	8	-90	-179	-274	-272	-372	-271	-135	160	494	21	2	
-60	-21	-49	82	-83	-310	-470	-362	-320	-292	32	32	229	-114	-13	
-163	-182	0	116	57	-289	-378	-347	-293	-228	-176	328	504	-114	31	
-104	-7	116	41	-8	-220	-369	-355	-716	-149	16	699	944	47	229	
-71	-91	175	99	-145	-214	-717	-737	-860	-332	120	1262	961	230	292	
-57	-91	200	100	-180	-669	-1094	-1026	-573	-224	104	1176	978	665	329	
-50	159	58	-33	-419	-742	-992	-1387	-585	-129	-61	529	326	373	279	
38	192	-35	-149	-194	-193	-14	-110	-143	-34	-162	512	-155	79	33	
42	0	-119	-333	-201	0	573	603	511	129	-304	-88	-807	-686	-293	
-99	-112	-526	-606	-263	419	1377	2069	1250	137	-405	-1721	-1596	-1836	-769	
-344	-496	-585	-1209	-352	1253	1869	2890	2118	363	-658	-2783	-2751	-2593	-1230	
-358	-426	-437	-885	-287	1430	2818	3624	2934	1205	-270	-2953	-3766	-2874	-2053	
-253	-447	-895	-679	-394	917	2519	3204	2274	481	-284	-2897	-3005	-2761	-2011	
-344	-510	-1117	-388	-249	254	814	1527	1285	-244	-176	-1608	-1455	-1710	-1062	
-302	-217	-777	-153	-170	-35	-124	342	24	15	64	-588	-228	-441	-393	
50	117	-216	-215	-178	-200	-470	48	-616	-166	80	16	414	238	268	
58	112	13	132	-125	-669	-1326	-405	-1722	-143	96	464	1147	968	1015	
137	125	25	190	-256	-786	-1718	-1603	-2024	-821	152	699	1791	1557	1049	
201	201	189	331	-76	-509	-1370	-1473	-2211	-475	418	529	1893	1406	831	
-57	70	200	263	99	-214	-369	-564	-1708	-163	112	529	1012	934	505	
-78	-63	141	183	123	-166	-226	-280	-1191	-156	-27	528	342	444	497	
-47	-49	100	106	-45	-118	-240	-417	-760	-178	-102	448	295	-34	339	
