-135	295	140	150	66	-174	-180	-152	-151	301	-143	-7	
-205	295	92	41	-42	-167	-297	-187	-117	342	42	0	
-87	143	48	-35	-63	-437	-401	-179	-62	537	179	-14	
-109	-29	-8	75	-140	-426	-536	-344	-14	595	154	8	
-156	-42	39	-88	-496	-591	-551	-255	8	627	332	-48	
-124	-190	25	-313	-984	-812	-566	-365	139	1649	590	137	
8	-34	-32	-203	-614	-753	-1093	-317	311	1649	694	436	
135	-71	-45	-126	-406	-694	-785	-317	32	1160	937	678	
33	-254	-119	-42	-188	41	-311	-262	-117	-14	48	-21	
-212	-324	-134	58	291	1172	256	-165	-1079	-1098	-975	-292	
-290	-626	-267	184	1626	2424	1716	98	-1819	-2123	-2053	-332	
-718	-564	-495	167	2112	2943	2268	542	-2545	-2513	-2742	-292	
-283	-415	-182	-7	1464	2478	1574	411	-1921	-2441	-2628	-326	
-176	-303	-183	-42	483	1136	809	158	-891	-1040	-989	-271	
