28	-245	-527	-318	-269	-103	366	32	-231	
234	-363	-1032	-331	-165	-42	537	56	-109	
28	-614	-1150	-1137	-28	-7	790	607	32	
201	-940	-1091	-1869	-76	229	1352	1458	517	
-49	-807	-1194	-1898	-275	294	1230	937	557	
-14	-467	-1194	-1034	-475	480	1073	365	525	
16	-146	-160	-145	-269	-55	130	-62	-28	
117	316	886	363	82	-630	-881	-1291	-346	
368	1896	2389	1379	-90	-1602	-2080	-2053	-339	
134	1806	2639	2090	-83	-2298	-2412	-2742	-549	
-63	1626	1566	1752	435	-1790	-2181	-1794	-427	
-147	466	224	809	287	-644	-1401	-831	-380	
-419	-84	-84	74	92	-124	-192	-157	-143	
-285	-333	-444	-492	-136	8	350	170	80	
-119	-452	-767	-624	-152	302	432	236	-109	
-182	-467	-974	-932	-131	196	513	454	-33	
-14	-306	-900	-814	-420	171	329	275	-13	
125	-748	-900	-214	-55	163	162	-14	-177	
276	-748	-568	-394	-137	-55	171	75	56	
