-107	-63	-79	-87	-210	-226	-132	-233	-151	-55	179	324	14	
-83	-57	76	-51	-56	-376	-503	-214	-55	40	684	364	-41	
-71	67	363	77	25	-969	-576	-566	-97	278	582	470	355	
-50	33	157	-29	-280	-541	-988	-726	-200	360	502	555	412	
-93	-57	57	235	-335	-674	-988	-756	-248	139	223	357	169	
-121	-126	-106	235	-196	-21	-104	-132	16	-137	-103	-48	137	
-319	-219	-443	0	-126	798	506	720	123	-615	-1112	-1176	-170	
-323	-360	-511	-162	142	1536	3373	1628	115	-1965	-3206	-2254	-649	
-189	-212	-522	-346	226	1608	3909	1805	131	-2530	-2989	-2742	-649	
-114	-226	-1017	-824	0	1626	3015	1236	320	-1573	-1560	-1880	-393	
110	-43	-537	-301	8	491	1601	495	263	-586	-463	-487	-414	
59	67	-57	-232	-384	91	182	-145	131	-131	-69	-102	-116	
102	67	0	-260	-287	-341	-679	-785	82	0	415	178	-61	
187	-15	0	-106	-161	-230	-826	-873	-7	466	657	660	129	
53	-120	-22	-134	-287	-140	-929	-756	-76	188	543	551	-129	
17	-31	16	-120	-250	-327	-650	-507	-138	114	776	81	-190	
11	33	169	-204	-266	-239	-194	-170	-55	57	356	149	105	
