-140	-153	-318	-152	-151	73	-19	8	
-285	-520	-364	-97	-35	399	8	26	
-327	-478	-521	-138	-28	627	211	8	
-748	-561	-580	-214	-144	717	202	88	
-910	-871	-1151	-262	147	986	397	244	
-792	-723	-1298	-241	294	1719	868	476	
-895	-1695	-1093	-344	114	627	521	292	
-77	-187	-290	-296	40	-232	-28	15	
341	939	264	-138	-615	-1416	-1320	-156	
1086	2746	1877	131	-1355	-2470	-2714	-678	
1446	3516	2428	24	-1631	-2744	-2987	-706	
1464	2979	1805	-69	-1805	-2542	-2412	-621	
483	1619	809	-35	-963	-1127	-1205	-434	
-21	448	0	-35	-233	-137	-21	-217	
