-26	-14	23	16	-214	-201	-164	-320	-30	136	243	168	192	331	-107	-152	-66	-168	-118	
41	75	6	-97	-117	-136	-477	-961	-143	136	312	255	313	530	-133	-271	-73	-68	185	
16	208	24	-49	-97	-572	-679	-1377	-454	-7	576	521	574	1116	7	-237	-191	-216	46	
99	216	68	-14	-83	-891	-458	-1148	-406	40	818	1351	349	1266	94	-144	-206	-239	-49	
11	66	49	-15	57	-318	-82	-418	-285	-142	504	605	95	747	-20	-133	-198	-209	-7	
-28	25	-174	-152	65	-3	277	-157	-145	-169	-27	-14	-121	450	87	-27	46	-163	85	
-203	-146	-174	-56	72	-35	1195	519	32	-284	-491	-539	-630	-273	-54	360	335	130	116	
-405	-216	-319	-90	316	1675	2453	2274	601	-419	-1226	-2258	-1514	-1118	-54	996	382	233	-157	
-587	-481	-582	-28	846	1851	3501	2899	567	-616	-2344	-2977	-2271	-1844	-73	1591	658	310	4	
-391	-319	-496	-283	917	2501	3641	2934	476	-284	-2897	-3470	-2453	-1760	-219	1260	872	85	-20	
-447	-481	-797	-276	599	2273	3099	2014	242	-502	-2358	-3033	-2285	-1565	0	748	515	210	38	
-321	-319	-532	-256	345	1711	2104	920	532	-257	-1084	-1723	-1009	-993	118	333	366	202	59	
-182	-244	-368	-235	164	114	489	24	377	-108	-202	-455	-261	-20	157	101	124	-109	-49	
201	-42	-271	-249	-379	-717	-403	-313	193	-27	128	71	404	490	314	-27	-165	-315	-210	
720	33	-91	-207	-330	-1790	-1011	-1262	-34	112	208	555	867	1216	55	-216	-323	-376	-530	
459	258	45	-263	-385	-1805	-1589	-1564	-231	289	392	1791	1608	982	-226	-218	-302	-335	-1153	
233	41	44	-7	-413	-1283	-1502	-1306	-366	273	384	1656	1254	831	47	-224	-209	-535	-1153	
131	50	99	82	-351	-905	-1430	-1262	-326	168	360	741	985	932	165	-132	-198	-440	-321	
80	65	107	99	-344	-514	-982	-831	-156	104	320	183	800	497	204	-271	-283	-433	-242	
70	25	134	-12	-303	-323	-369	-314	-156	85	176	23	766	142	102	-265	-202	-295	-294	
