-109	-92	-226	-414	-275	-21	-14	-150	-177	
-84	-146	-291	-492	-152	204	122	-75	-109	
-25	-230	-503	-565	-172	352	513	48	72	
192	-390	-1018	-961	-214	343	684	332	218	
-24	-555	-1371	-1386	-317	253	706	851	517	
16	-570	-1180	-1561	-275	409	636	642	471	
-133	-777	-1180	-961	-269	270	627	486	190	
-117	-133	-84	-235	-250	-206	-28	-204	-363	
-112	408	564	264	-289	-775	-1372	-1564	-792	
92	1716	2550	1610	41	-1428	-2065	-2484	-578	
125	1608	2496	1912	271	-1863	-3090	-2742	-285	
351	924	2353	1539	164	-1500	-2845	-2728	-332	
142	250	1100	1094	-90	-920	-1271	-1449	-231	
-98	-181	190	57	82	-83	-137	-286	177	
-203	-226	-243	-311	-63	-7	529	219	108	
-224	-274	-474	-302	-14	16	397	267	161	
-105	-174	-344	-408	-35	147	373	243	-28	
-35	-333	-319	-365	-62	122	261	129	-28	
