-162	-126	-348	-298	-278	-232	-226	513	148	8	-135	-14	23	
83	-128	-404	-620	-297	-200	311	1318	56	10	-59	-14	-13	
-1	-63	-851	-841	-518	-193	401	1318	389	307	-95	-249	-7	
-15	-328	-748	-1062	-477	-468	401	1160	816	274	-27	-41	45	
-50	-433	-703	-974	-624	-289	286	671	324	163	48	67	231	
-337	-314	-91	-277	-180	-207	-213	228	-334	8	64	166	310	
-281	-217	726	340	400	296	-398	-722	-1291	-278	42	224	211	
-260	201	1554	2049	1503	-42	-1428	-3018	-2053	-478	160	512	317	
-241	-28	1716	2550	1752	180	-2008	-3654	-2972	-377	168	512	366	
-162	58	1644	2192	1379	509	-1094	-2397	-1981	-339	337	401	23	
-176	217	416	1619	667	24	-427	-405	-918	-265	24	135	51	
-162	-133	-70	273	-90	-165	-179	-7	-232	-55	-135	-36	-7	
-134	-170	-306	-187	-288	-131	8	440	0	-34	-196	-135	-248	
84	-105	-452	-568	-741	-220	278	577	289	274	-48	-182	-342	
100	-147	-215	-812	-829	-90	294	418	308	118	-88	-343	-222	
235	-194	-407	-591	-536	-324	65	295	251	-21	-115	-316	-168	
84	-454	-287	-223	-375	-83	81	448	235	32	-176	-249	-242	
176	-245	-63	-210	-345	-111	-103	238	210	21	-203	-218	-175	
