-29	-149	-138	-164	-302	-509	-499	-253	-327	-305	24	19	-12	20	71	306	-73	-46	-40	34	152	192	
-8	-109	-188	-444	-668	-1034	-557	-362	-334	-257	0	92	23	23	245	189	-14	-20	-79	38	70	-60	
-57	-91	-181	-416	-477	-932	-557	-301	-388	-387	16	328	368	428	331	220	219	58	80	216	150	63	
7	100	-188	-328	-270	-1092	-1138	-838	-402	-563	-102	440	504	508	434	490	296	335	126	123	61	67	
25	-25	-209	-437	-595	-1223	-1921	-751	-1018	-721	48	1074	843	1591	1249	708	456	405	155	89	48	21	
-78	-222	-378	-385	-1635	-2010	-2806	-1444	-1622	-1078	168	1500	1537	2416	1768	1687	415	515	31	79	21	-35	
-232	-405	-541	-532	-2030	-3220	-3836	-3350	-2498	-735	80	989	2096	2988	2956	2667	1326	708	269	85	39	-1	
-271	-622	-733	-1386	-2704	-3862	-4968	-3524	-2699	-231	24	1415	2130	3089	3524	3415	1673	396	255	129	54	157	
-525	-895	-1295	-2269	-4506	-4183	-5171	-2614	-1866	-197	-115	682	876	3072	4394	4197	2185	708	186	234	280	131	
-204	-746	-1354	-3432	-5253	-5145	-5287	-2109	-408	412	-216	176	191	2651	5247	5244	3705	2086	474	341	310	253	
-276	-494	-1975	-3800	-6732	-7026	-5360	-1473	590	1016	-530	-829	-751	2264	6067	6574	4762	2185	349	348	307	312	
-155	-672	-2034	-4153	-6967	-7696	-6056	-867	1128	1758	-544	-1424	-905	1928	6168	7272	5488	1922	248	203	258	247	
-194	-612	-2167	-3608	-6307	-7463	-6404	-780	781	1861	-288	-1240	-525	2332	6335	7604	5290	1791	404	85	140	151	
16	-489	-1842	-3137	-5106	-7332	-6419	-1026	121	843	-303	-478	0	3173	6017	7105	4663	1856	326	89	103	131	
-204	-217	-1073	-2063	-4110	-6515	-5258	-1964	-402	476	17	-21	1012	3544	5599	5510	3870	1348	-40	-157	36	43	
-630	-321	-437	-1709	-3759	-5218	-4634	-2152	-1363	8	80	288	1605	3342	4411	4030	2912	937	-119	-46	157	-37	
-555	167	-97	-988	-1972	-3454	-3053	-1979	-1679	-251	8	384	1639	2668	3106	3000	1624	507	303	129	157	-45	
-323	-69	-7	-444	-1400	-2871	-2501	-2080	-1507	-332	40	152	1300	1473	1734	2102	250	304	225	227	167	17	
-190	-112	-155	-361	-770	-1529	-1457	-1156	-1191	-204	225	288	910	1355	915	212	242	125	-39	134	123	96	
-183	-140	-140	-181	-235	-399	-1065	-838	-745	-28	-7	328	550	951	229	157	-34	-4	-41	-20	96	183	
