-48	-182	-42	132	61	-124	-296	-232	-232	-116	-102	64	143	201	545	-232	-194	-242	-224	
-106	-139	-23	66	-19	-358	-283	-253	-347	-21	-7	256	271	366	364	-199	-213	-264	-278	
67	-91	25	66	-25	-234	-223	-346	-388	-217	24	614	478	431	363	-40	-192	-244	-246	
252	33	-14	25	-78	-303	-456	-520	-918	-319	64	1176	978	134	697	-67	-265	-187	-230	
85	16	-14	-42	-165	-407	-1181	-1286	-1320	-359	40	750	1097	373	320	125	-166	-112	-270	
18	9	-14	-93	-132	-262	-1108	-896	-1449	-265	16	563	724	142	86	322	31	-99	-202	
-35	16	-7	-181	-91	115	-172	138	89	-183	40	152	79	-67	-134	166	70	28	-119	
-105	16	-167	-277	-166	320	360	562	764	129	-277	-384	-736	-322	-588	-30	344	263	31	
-267	-140	-153	-492	-138	652	1429	1510	1875	258	-392	-1665	-1455	-1626	-1202	-40	517	374	53	
-342	-377	-285	-664	-580	1448	1728	2995	2587	601	-445	-2585	-2709	-2173	-1816	-213	814	530	0	
-351	-687	-467	-871	-263	1359	2958	3693	2865	981	-210	-3236	-3681	-2088	-1746	-60	1343	905	691	
-218	-447	-260	-871	-373	652	2624	3064	2135	860	-142	-3364	-2934	-2565	-1746	-27	1079	554	349	
-176	-350	-393	-402	-297	180	1043	1387	746	981	0	-1934	-1709	-1976	-742	-100	438	287	-256	
-78	-384	-390	-201	-145	0	65	334	-109	291	-75	-518	-426	-686	-180	-126	-7	-32	-190	
151	50	25	-82	-116	-131	-514	-212	-731	282	56	-162	183	230	245	165	0	-33	-263	
25	93	48	49	-104	-351	-847	-867	-1492	193	241	176	961	1406	597	39	-152	-211	-252	
-71	159	25	315	-242	-461	-1500	-1863	-1794	-678	466	716	1605	1490	948	-332	-291	-280	-229	
-39	0	118	349	-249	-611	-1355	-1632	-1995	-735	58	392	1740	1338	497	-80	-200	-303	-310	
-105	-63	100	213	90	-276	-586	-694	-1406	-414	112	408	1063	1120	450	102	-126	-178	-239	
-162	0	258	167	57	-757	-775	-110	-803	-434	-27	234	318	333	300	78	54	-170	-333	
-33	-54	-126	141	74	-317	-452	-430	-601	-251	24	240	302	198	213	27	-80	-297	-201	
-56	-56	-160	-42	-48	-83	-252	-389	-333	-170	-61	352	287	-114	63	-100	-138	-191	-125	
