0	119	293	731	188	305	319	14	-65	-24	26	
288	215	436	597	723	831	468	188	52	17	87	
464	487	1641	1032	1637	1855	839	349	70	175	175	
368	538	1490	1651	2235	2070	1512	567	399	61	-15	
216	438	1288	2036	1936	2763	2693	563	898	192	51	
-14	127	1338	1082	2086	2846	3694	1297	1838	771	297	
-14	-222	436	173	1554	3044	4006	3237	1627	744	289	
-115	-335	7	-173	1138	2284	4581	4003	2664	727	398	
32	-779	-421	-616	86	1591	4285	3808	4624	753	236	
56	-1272	-354	-1202	-27	418	4006	4052	5822	604	183	
-363	-1300	-214	-1704	-100	423	3580	4656	5531	834	560	
-61	-1131	-428	-2137	-179	360	3022	5471	4899	759	665	
-243	-275	-261	-1230	-73	715	2710	4688	6098	872	227	
-202	-497	-187	-979	-107	600	2972	4362	5385	464	227	
-169	-249	0	-881	204	1739	2759	4982	3862	560	397	
-41	-43	269	-213	527	2681	3596	4248	2907	832	341	
128	207	714	355	1836	3044	3875	2536	2210	595	297	
10	31	904	798	2784	3061	3612	1835	1141	324	231	
-48	334	1608	1216	2933	2763	3973	1672	394	319	192	
65	358	1524	932	2750	2235	3071	536	425	368	201	
72	215	1221	865	1986	1343	1184	592	402	385	175	
24	167	627	497	1820	913	494	246	402	227	-37	
31	143	230	300	1604	583	179	108	56	210	113	
19	87	238	316	889	101	-73	-175	16	262	78	
