-37	-265	-520	-263	-220	-96	480	65	-14	-114	-81	-33	
142	-585	-812	-290	-200	-62	586	-109	-190	-146	-41	-51	
-226	-999	-974	-682	-124	65	766	97	56	-128	-236	-81	
-189	-925	-1327	-628	-207	114	546	389	517	-183	-337	-81	
-503	-807	-341	-1283	-220	343	916	284	549	-54	-186	-156	
-375	-688	-488	-1137	-186	302	487	292	236	-41	-160	-83	
-314	-42	0	-263	-49	-76	440	-143	145	96	-155	-54	
0	1014	1243	400	328	-528	-383	-918	-231	176	296	31	
251	2040	2836	1361	82	-1558	-1271	-2010	-749	241	392	271	
284	2022	2764	1894	386	-2110	-1690	-2742	-506	310	361	302	
-70	1734	2353	1734	559	-1921	-1906	-2139	-353	305	294	263	
-126	1320	1065	649	287	-1486	-578	-1119	-298	-149	248	111	
-328	183	174	33	-97	-261	-35	-361	-231	-175	0	-34	
-254	-133	-284	-203	-97	8	570	105	-109	-143	-80	-138	
-252	-126	-812	-463	-165	319	476	364	113	16	-269	-191	
-142	-82	-871	-756	-227	237	654	357	-129	-230	-233	-188	
-154	-348	-709	-565	-147	480	438	235	-75	-81	-75	0	
-168	-674	-738	-272	-275	131	383	8	-7	-81	16	-15	
284	-397	-416	-350	-324	-48	-35	81	-14	-95	-61	-54	
72	-319	-319	-299	-152	-247	-103	48	-34	-17	-27	0	
