-126	-136	-151	-130	-61	-141	-171	-370	-505	-281	-303	-333	-141	6	435	122	78	148	156	156	50	34	-52	51	29	
-179	-179	-153	-182	-197	-274	-768	-580	-1135	-336	-207	-481	-104	-8	300	278	212	226	182	269	138	86	-15	15	26	
-118	-178	-154	-245	-326	-383	-910	-754	-1403	-1060	-118	-446	-60	78	497	409	268	600	382	391	147	347	-37	0	149	
-27	-169	-276	-373	-378	-430	-1430	-1904	-1923	-1816	-968	-407	61	209	759	1009	850	1466	1688	443	356	450	-45	-89	208	
-154	-195	-204	-752	-1191	-1801	-3211	-3763	-2868	-2305	-459	-274	218	261	891	1141	1226	1691	3002	1842	608	537	60	-111	78	
-199	-261	-312	-412	-1759	-3126	-4267	-4299	-2364	-2100	-148	-98	200	287	421	633	1978	2819	3528	2255	2352	1032	26	-37	147	
-121	-132	-368	-484	-2374	-4875	-4283	-3921	-1813	-1596	-259	-170	226	226	209	708	1508	1842	3453	2518	3721	1857	486	234	321	
-86	-270	-335	-514	-3714	-5490	-3605	-3007	-252	-793	-89	-185	462	-252	104	130	662	435	3584	3269	5091	2739	1535	452	321	
-106	-270	-361	-719	-4755	-6578	-3448	-2329	34	-437	262	132	89	-386	-74	-23	200	130	2852	3419	6686	2795	2509	171	390	
-409	-290	-896	-562	-5339	-5853	-1273	-1825	166	-148	149	79	148	-733	-318	-300	-377	-214	1969	2893	6723	4070	4178	639	403	
-377	-303	-1238	-1139	-5749	-5396	-400	-651	-82	-134	638	-111	-219	-1267	-229	-489	-607	-559	661	2687	6667	5477	4571	1464	793	
-220	-251	-868	-1615	-6710	-5080	-74	-289	294	157	276	-386	-462	-1220	-229	-1323	-402	-716	174	2292	6442	6414	5752	1745	572	
-243	-224	-1005	-1792	-6632	-4497	-89	-141	134	222	121	-466	-23	-1551	-266	-1385	-622	-1078	339	1391	6498	6358	6596	1183	756	
-671	-343	-1839	-1411	-6316	-4513	-343	-30	56	170	-13	-481	-427	-1472	-303	-977	-340	-999	504	1298	6779	6508	6314	1108	1411	
-823	-760	-1784	-1398	-5969	-4607	-1083	-304	-62	-52	139	-123	270	-1267	43	-615	-384	-318	548	1542	7305	6602	5621	845	1542	
-271	-461	-348	-2214	-5007	-4623	-1462	-444	-238	-259	-130	-417	741	-307	0	-251	278	235	842	1767	7549	6096	4290	572	520	
-179	-379	-486	-1697	-4392	-4986	-2029	-1731	-185	-459	17	-1299	-123	-701	-96	-74	339	139	1913	3118	7004	4858	3446	347	390	
-304	-389	-456	-667	-2689	-4056	-3006	-2093	-1576	-761	-24	-1346	768	18	392	34	888	1128	3378	3569	5316	2739	2022	190	249	
-199	-211	-280	-660	-1318	-3331	-2723	-2708	-2537	-1297	-480	-1535	174	319	816	-229	2053	1804	4054	3513	4303	1164	1178	95	120	
-126	-185	-276	-373	-259	-2479	-3274	-2802	-2506	-1864	-1157	-1361	288	270	1493	287	2298	2687	3660	4038	1845	312	521	240	190	
-93	-126	-217	-171	148	-1328	-2691	-2156	-2663	-2651	-953	-1031	366	165	891	520	1809	2124	2927	2574	443	-23	347	156	8	
-225	-199	-191	-131	-8	-792	-1950	-2282	-1261	-1895	-1267	-1094	-186	-15	445	383	1640	2086	861	1091	330	-27	71	78	-23	
-29	-152	-215	-185	-152	-245	-957	-1841	-269	-1218	-1126	-700	-283	-52	281	313	794	1071	185	452	-163	-58	-111	-37	251	
15	-28	-66	-166	-182	-211	-252	-274	-411	-840	-259	-193	-193	45	196	278	574	200	76	-288	-406	-231	-63	277	170	
