-45	-68	-44	-111	-149	-151	-362	-206	105	73	79	175	166	126	-67	-210	-187	-229	-67	
58	41	-72	-76	-165	-274	-320	-368	-55	-3	148	215	184	197	-173	-478	-286	-184	-126	
309	100	-208	-168	-207	-93	-273	-745	-61	0	304	438	327	308	-252	-284	-295	-274	10	
101	108	-21	-180	-509	-978	-219	-1176	-251	-88	544	572	381	271	-87	-344	-290	-251	-40	
58	133	11	-90	-407	-1674	-795	-860	-478	-95	432	690	783	482	3	-287	-268	-46	-25	
-9	57	24	-104	-351	-1384	-925	-490	-549	-196	276	290	277	426	83	-162	-89	1	95	
-49	-70	-146	-127	-21	-199	0	-89	-663	-54	96	-81	-74	221	243	-113	-33	46	74	
-175	-140	-361	-235	353	491	733	389	-154	-223	-424	-596	-350	-313	31	94	97	73	7	
-210	-614	-548	-194	1023	1587	1580	2014	-116	-169	-1976	-1638	-1373	-1174	102	117	347	144	-28	
-328	-1221	-915	-477	1430	2326	2925	3004	403	-318	-2585	-2934	-2299	-2039	31	289	724	295	-60	
-503	-895	-871	-682	846	3661	3466	3143	429	-559	-3024	-3752	-2383	-1899	39	1112	1003	38	-112	
-252	-925	-635	-297	334	3099	3327	2240	429	-630	-2415	-3258	-2467	-1174	-34	1145	632	137	-7	
-175	-378	-236	-169	65	1218	1789	851	308	-61	-1481	-1610	-953	-346	-226	438	491	133	-4	
67	-258	141	-207	-83	155	423	32	118	96	-206	-342	158	23	157	242	195	-92	104	
242	166	215	-256	-399	-432	-130	-760	-34	48	104	382	555	640	173	180	148	-66	7	
284	247	290	-249	-427	-1254	-737	-1535	-177	152	504	1198	934	1166	204	141	-99	-327	-366	
246	250	159	-145	-406	-1645	-1820	-2211	-380	386	716	1859	1793	1417	15	-298	-204	-269	-231	
140	-35	241	-49	-55	-1341	-1632	-2053	-1021	370	563	1588	1439	915	220	-102	-112	-265	-220	
134	223	219	33	-317	-659	-396	-1148	-835	345	375	1164	1608	490	141	-216	-705	-315	-314	
103	-21	105	82	-255	-514	-14	-788	-163	201	563	792	1288	300	196	-258	-760	-532	-392	
22	-91	141	17	-234	-466	-178	-82	-57	24	280	385	134	86	15	-215	-316	-324	-148	
