-245	-293	-456	-207	-117	-22	-82	-33	32	-54	-133	
-246	-437	-349	-214	-172	195	-82	-99	-108	-169	-121	
-452	-437	-287	-255	-110	489	32	-48	-162	-136	-155	
-629	-492	-946	-117	-62	684	243	40	-237	-189	-188	
-866	-620	-1547	-200	163	1370	920	331	-260	-219	-88	
-733	-841	-1620	-344	902	1807	677	444	-243	-131	39	
-585	-1091	-1210	-413	656	1405	677	565	-81	-101	79	
-77	-194	-159	-234	221	179	-62	8	-13	-74	255	
408	635	667	148	-325	-1011	-1176	-34	96	424	271	
1302	2621	1645	-76	-1181	-2080	-2369	-258	160	1040	302	
1194	2389	2001	82	-1732	-2614	-3059	-249	313	1074	342	
870	2102	2037	320	-1660	-1950	-2038	-346	305	488	103	
341	1261	880	57	-1007	-1069	-831	-434	-68	48	-12	
33	390	33	-26	-35	-76	-170	-420	-68	-135	-116	
-223	-153	-168	-159	32	285	170	-312	-270	-323	-161	
-200	-430	-390	-193	417	497	260	-14	-142	-221	-175	
-481	-620	-580	-117	417	423	389	250	-129	-142	-195	
-762	-437	-565	-262	131	391	129	48	-73	-21	-120	
-674	-333	-228	-110	65	220	143	137	-189	0	-61	
-431	-332	-228	-34	-83	122	89	55	-72	-99	-26	
