-14	50	18	-21	-118	-262	-278	-198	-177	-146	-41	280	406	103	31	-199	-172	-204	-191	
52	105	50	74	-58	-165	-456	-239	-272	-319	96	136	550	307	213	-107	-126	-303	-441	
-64	54	100	157	-21	-344	-601	-592	-731	-326	-7	682	927	365	466	-60	-218	-438	-343	
-15	75	300	155	33	-407	-963	-823	-975	-359	-81	648	1012	333	336	-133	-325	-396	-393	
42	108	158	132	-63	-282	-1021	-823	-562	-332	-142	546	673	214	174	-40	-204	-316	-323	
6	-52	-174	99	8	65	-76	146	-116	-82	-21	312	-21	-141	-33	110	-133	-99	-145	
-43	-147	-216	-146	57	237	368	1510	798	129	-144	-263	-525	-504	-273	141	242	241	-14	
-302	-410	-511	-416	-221	460	1482	2226	1389	323	-419	-1339	-1596	-1458	-839	-199	384	437	162	
-365	-677	-703	-826	-290	1182	2220	3641	1788	363	-843	-2373	-2469	-2313	-1313	-292	376	1003	318	
-273	-349	-171	-559	-207	1147	2396	4305	3073	739	-388	-3024	-3568	-2509	-1341	-186	1062	1364	505	
-309	-314	-274	-361	-270	457	2167	3589	2726	688	-473	-2472	-3258	-2439	-1286	-94	913	1282	225	
-169	-252	-313	-341	-325	106	1341	1859	1406	204	-61	-1296	-1779	-1373	-825	-413	567	569	143	
-64	-245	-265	-312	-249	-214	155	268	154	106	-95	-334	-329	-174	-114	-140	78	234	-188	
210	100	-28	-181	-199	-200	-363	-96	-225	14	136	16	446	436	513	47	-166	-40	-348	
75	152	49	49	-166	-324	-1094	-1184	-1550	40	144	352	1147	1153	881	102	-423	-327	-341	
78	268	25	224	-97	-553	-1761	-2397	-2196	-359	321	1125	1944	1759	1617	-425	-699	-501	-362	
-36	62	162	295	-21	-509	-1370	-1560	-1909	-170	241	682	1825	1709	932	-279	-1155	-691	-414	
-43	0	266	258	0	-220	-572	-795	-1148	-75	281	375	995	867	577	-20	-478	-244	-295	
-134	-49	58	81	66	-140	-226	-178	-702	105	265	325	350	230	343	38	-199	-182	-227	
-94	-80	-91	-56	49	-179	-213	-198	-472	-89	241	312	342	134	221	31	-188	-169	-140	
