-10	-153	-42	-183	-241	-179	-62	-415	-28	95	120	159	0	62	-143	-251	-191	-145	
-210	-96	-100	-276	-413	-96	-316	-932	-28	112	304	183	142	102	-73	-177	-244	-217	
-148	-42	16	-138	-413	-240	-528	-1076	24	80	568	199	138	134	-80	-238	-266	-315	
-87	-7	-26	-49	-248	-398	-477	-1090	-332	160	750	438	79	-47	-186	-284	-311	-386	
-63	0	94	74	-200	-601	-1112	-1306	-380	24	1108	893	198	300	-87	-395	-379	-500	
192	316	142	-63	-640	-847	-1011	-1492	-363	-102	1483	588	222	403	346	-168	-310	-316	
116	203	58	-228	-553	-992	-852	-1104	-319	-149	1262	422	71	146	-54	-312	-246	-250	
142	158	116	-67	-42	-296	-260	48	-224	-135	440	-121	-234	-84	-100	-189	-112	-66	
-273	-91	-111	-111	435	98	513	746	129	-601	-478	-849	-532	-333	-240	-232	437	15	
-321	-629	-236	-194	882	1728	2051	1806	371	-900	-1735	-1835	-1275	-1062	-292	376	576	127	
-552	-762	-534	-477	1518	2414	3292	2517	355	-1000	-2797	-2765	-2257	-1676	-246	913	757	-53	
-370	-1029	-753	-235	1518	2712	2977	3334	484	-587	-3010	-3244	-3140	-1844	-133	864	987	637	
-295	-570	-885	-256	723	2185	2645	2726	-3	-530	-2769	-2681	-2818	-1788	70	880	1102	411	
-63	-216	-347	-130	279	1008	2034	1510	161	-203	-1721	-1723	-1612	-1090	-14	423	937	295	
-14	-139	-319	-194	-83	163	724	162	141	72	-461	-483	-321	-309	157	101	343	-67	
293	-7	-215	-42	-241	-343	-348	-368	169	225	272	119	579	426	354	15	78	-204	
226	175	124	-28	-480	-1457	-607	-1119	88	297	495	317	1170	714	267	-188	-126	-223	
185	-14	367	115	-1004	-1616	-1314	-1535	-353	450	835	1486	1591	681	-206	-170	-170	-240	
276	271	306	107	-844	-1399	-1300	-1708	-319	474	546	1063	1136	597	-160	-101	-144	-211	
159	-7	155	99	-305	-1167	-953	-1421	-210	297	416	1181	817	252	55	-188	-121	-92	
226	98	98	82	-454	-963	-564	-673	-156	193	376	518	682	110	-47	-116	-60	-60	
