-116	92	173	131	-182	-314	-244	-318	-237	-222	-193	-178	-159	-107	-119	-23	-11	-7	2	71	23	-74	85	-67	
-133	108	112	113	-282	-296	-215	-349	-414	-267	26	-148	-19	-30	-141	43	200	26	8	112	17	13	216	-251	
-91	-40	55	5	-74	-370	-511	-446	-318	-458	61	-252	261	331	-74	139	232	165	143	75	-23	59	277	-199	
-145	-112	-42	22	-23	-585	-631	-541	-244	-464	-254	-575	-104	101	-74	174	426	351	208	69	66	250	220	0	
-149	-205	-118	-91	-407	-722	-1356	-982	-1000	-1031	-37	-1000	-259	252	592	661	504	608	130	160	251	235	355	34	
-158	-201	-131	-235	-496	-1337	-1813	-1832	-1960	-1330	-355	-1079	-133	370	1001	1297	1650	1147	494	191	521	360	235	17	
-251	-222	-185	-222	-138	-2125	-2427	-3218	-1456	-1865	-798	-1220	209	953	1264	1165	2401	1654	1507	469	1103	112	208	69	
-223	-250	-193	-356	-1210	-3101	-3215	-4068	-2810	-2290	-348	-1220	505	1216	1414	1334	3547	2105	3008	1407	2041	69	86	56	
-242	-275	-504	-540	-3006	-4787	-4428	-3927	-2291	-1424	-74	-984	383	305	627	282	3190	2499	4378	3133	2509	714	477	95	
-349	-571	-1318	-1707	-3936	-5780	-4837	-3187	-1315	-1220	610	-26	52	-451	-89	-251	2382	2349	5410	4895	4159	1651	520	286	
-334	-340	-1601	-3583	-5953	-6789	-4050	-1911	-401	-178	3319	-207	-345	-1291	-135	-1078	1293	2687	5710	5327	5302	2494	1561	260	
-394	-569	-1712	-4355	-7293	-7450	-3719	-808	218	471	3978	52	69	-2125	-1676	-3247	374	1936	5860	6264	6970	2981	2535	424	
-379	-386	-1538	-4923	-8586	-7466	-2821	-377	1260	2039	4468	691	87	-2848	-3735	-4756	-288	756	4772	5946	7739	4255	2591	558	
-323	-670	-1538	-5317	-9342	-7592	-2616	-459	2693	3339	6765	1463	-111	-3178	-5213	-5196	-524	200	4603	5889	8395	4349	2778	563	
-387	-432	-2406	-5806	-8302	-7261	-1702	-400	2919	3885	7858	1519	-266	-3697	-6015	-4866	-2068	-200	3928	6171	8039	4442	2535	693	
-250	-660	-2579	-5601	-8097	-7277	-1891	-304	2901	3245	6878	1500	139	-3839	-5355	-4158	-936	-222	3853	6021	8376	4798	2048	442	
-308	-405	-1649	-4087	-7892	-7135	-1986	-887	1732	2076	5447	1162	-170	-2581	-3185	-2414	-266	234	4397	6227	7758	4180	2422	303	
-359	-392	-1239	-3425	-6647	-7104	-2411	-2021	227	270	4091	314	-185	-1952	-1739	-1769	182	378	4490	6171	6820	3393	1636	468	
-256	-334	-489	-2731	-4771	-5890	-2931	-2903	-178	-399	2094	-215	104	-489	-546	-340	1838	2161	5316	5345	4984	2344	763	381	
-223	-196	-237	-1912	-3794	-4961	-3309	-3659	-669	-1818	1096	-1236	104	-340	87	296	2176	2856	5916	3939	3353	1745	943	468	
-104	-80	-79	-256	-1777	-2723	-3246	-3391	-2196	-2983	-222	-1629	43	17	305	996	2533	3081	5241	2514	2041	399	400	320	
-130	-85	-124	-248	-752	-1510	-2270	-3234	-1803	-2920	-488	-937	87	270	1395	1334	2664	3156	4265	1389	579	130	150	-23	
-134	-82	-82	61	-185	-378	-1356	-2131	-2039	-1975	-814	-497	104	235	982	1541	1537	1804	1958	620	86	-472	95	-23	
-210	-96	-23	113	-134	-230	-741	-1596	-1850	-1188	-924	-213	-45	244	625	977	824	400	794	-148	26	-206	60	-148	
-92	-66	52	133	-15	-126	-348	-466	-732	-700	-1066	-198	-126	-23	331	487	252	295	52	-96	-133	-435	-26	-118	
-113	-197	-148	114	218	-97	-210	-259	-429	-407	-215	-167	-52	-159	87	261	226	-266	-178	-155	-295	-168	-58	0	
