-92	-105	-118	-138	-248	-220	-343	-374	-17	56	32	0	103	90	-166	
-97	-105	58	-112	-296	-331	-359	-487	-215	-68	130	239	208	284	-305	
28	241	31	-69	-310	-281	-273	-1047	-285	48	320	422	303	331	-213	
148	241	-104	-159	-317	-775	-471	-1464	-508	72	552	588	527	781	7	
131	175	41	-180	-255	-1210	-1083	-1205	-506	-162	665	910	436	1199	322	
134	-35	-201	-184	-152	-1050	-505	-1061	-549	-7	280	414	214	814	322	
-7	-7	-229	-162	-90	-83	-48	-102	-319	104	128	-34	-147	814	621	
-100	-292	-437	-145	263	253	741	454	-278	-176	-829	-652	-560	-100	251	
-105	-348	-527	-125	460	1675	2121	1632	250	-108	-2387	-2117	-1345	-1286	-93	
-391	-851	-1018	-242	723	2308	3536	2743	325	-264	-3024	-3315	-2509	-2067	-126	
-273	-748	-1386	-297	1059	3064	3624	2795	476	-324	-3605	-3738	-2733	-1997	31	
-266	-644	-1415	-352	935	2431	2610	2101	463	-162	-2613	-3244	-3112	-1648	149	
-252	-452	-429	-193	370	1271	1038	1128	515	-68	-1367	-2202	-1514	-909	78	
-207	-348	-338	-133	230	294	40	89	88	-68	-249	-497	-434	-220	188	
-84	25	-215	-228	-220	-398	-342	-472	56	15	16	175	325	300	104	
117	126	207	-235	-420	-963	-780	-1492	-34	56	512	707	699	630	110	
83	158	240	0	-596	-1181	-1416	-2082	-515	418	972	1910	1490	982	-418	
-21	16	248	33	-385	-1065	-1286	-1406	-387	370	887	1368	1389	764	15	
-35	191	215	24	-480	-572	-520	-1191	-34	120	665	1114	1086	411	133	
-12	208	105	-42	-337	-354	-192	-1133	80	176	488	809	444	341	31	
