-265	-319	-253	-102	73	171	-109	-171	
-265	-561	-256	-227	-76	326	-48	-62	
-570	-1003	-352	-55	270	1475	300	96	
-984	-1135	-552	-124	286	1510	1233	339	
-866	-1592	-844	-193	49	846	746	436	
-1029	-2519	-551	-193	-90	383	642	533	
-230	-381	-63	-153	-340	-62	-55	48	
391	581	720	-14	-1007	-636	-1248	-278	
1140	3122	1841	-21	-1834	-2513	-2426	-506	
1644	3391	2054	98	-2095	-3220	-3375	-292	
1824	2800	2054	567	-1428	-2080	-2240	-204	
906	1691	1254	263	-543	-650	-1047	-278	
-21	124	156	-179	-240	-198	-136	-89	
-91	-395	-697	-234	-165	309	24	-7	
36	-527	-1049	-200	319	642	294	129	
-146	-929	-1283	-303	442	490	381	64	
-251	-1327	-653	-640	73	287	162	-197	
-404	-826	-756	-434	-69	88	-34	-217	
-140	-658	-373	-193	-62	171	40	-163	
