-147	-216	-347	-146	213	-7	211	-109	-61	18	-7	-155	
-21	-279	-458	-332	-80	33	350	132	21	-27	-59	-52	
-94	-334	-576	-187	-119	182	603	48	40	-1	-69	-81	
-56	-467	-399	-283	-76	212	1195	399	64	-14	-135	-95	
-217	-881	-267	-490	-207	384	1352	920	185	64	-81	23	
-231	-866	-385	-551	-351	237	863	486	476	64	-37	-34	
-356	-1058	-451	-712	-530	90	627	251	159	-115	-47	7	
-35	-285	0	-159	-296	-172	440	-211	24	-17	-41	263	
8	350	456	1023	-110	-427	-607	-932	-61	64	144	296	
50	888	2317	1948	16	-1428	-2441	-1737	-373	72	360	255	
8	798	2711	2232	148	-2052	-2672	-2398	-312	-7	496	487	
-56	1194	2496	1859	551	-1036	-2022	-1306	-163	353	384	279	
134	383	1494	1023	353	-194	-347	-530	-292	160	149	135	
-259	-91	215	107	-193	-108	-116	-191	-129	-7	-81	-5	
-168	-223	-340	-387	-282	73	103	97	-14	-78	-269	-128	
-140	-333	-416	-477	-440	108	358	486	-136	-252	-322	-235	
-97	-319	-326	-756	-282	442	480	486	-210	-34	-225	-157	
-63	-526	-437	-653	-365	114	351	365	6	-7	-222	-74	
117	-210	-243	-595	-275	-226	448	137	-122	-114	-169	7	
17	-188	-248	-380	-55	-14	601	137	88	-156	-110	-88	
