167	191	263	350	586	52	-23	143	393	43	209	
68	163	255	280	597	201	105	216	471	0	279	
-4	61	315	280	1069	105	157	148	471	242	445	
143	365	630	937	1485	551	369	288	384	52	140	
388	629	753	711	1863	657	369	253	8	152	270	
559	642	1534	1259	2581	1318	1181	131	331	279	305	
726	1125	1402	1561	3695	2016	3143	139	331	165	208	
489	749	271	1032	4243	2979	4540	1243	471	353	192	
404	579	201	106	5112	4282	5616	2167	1185	288	218	
-20	156	-304	-126	3941	4490	6691	4148	2580	375	471	
-164	-307	-375	-237	2921	4244	8258	4751	3598	541	354	
-52	-316	-652	-1076	2486	3470	8597	5317	4183	362	437	
-140	-250	-317	-186	1844	2828	8767	5412	4409	324	353	
-178	-188	-364	-729	560	2413	7578	4563	4277	362	814	
-302	-144	-222	-745	1806	2470	7163	4695	4315	927	1228	
-47	425	-163	64	1485	2923	6559	5072	2938	515	558	
85	495	248	619	2467	4093	6238	4412	2222	427	340	
-14	510	335	148	3261	4716	5314	3224	619	280	263	
158	711	434	503	4658	4037	4483	2299	73	43	130	
98	461	481	2204	5187	3508	2162	1734	-133	-52	41	
421	424	381	2922	4734	2111	1615	349	-54	10	-86	
178	433	1458	2336	2335	468	1143	227	-222	61	-60	
108	332	1496	1410	1069	262	356	-170	-99	-62	-178	
66	220	368	767	647	-89	192	-86	-193	-30	-37	
