-126	-7	-409	-359	-275	-247	146	-109	-81	
-91	-526	-606	-375	-255	60	423	-14	-109	
-16	-306	-1047	-507	-138	319	520	146	250	
-300	-1058	-1135	-1254	-69	294	475	555	517	
-266	-1280	-1238	-1122	-248	278	531	798	185	
-356	-1102	-606	-975	-317	221	301	521	460	
-308	-327	-35	-173	-42	16	146	-34	16	
-126	150	1136	471	-90	-383	-423	-1061	-244	
242	1374	2836	1521	-76	-1500	-2426	-2053	-353	
167	1374	3086	1752	8	-1660	-3235	-3102	-278	
-7	1554	2281	1521	279	-905	-2773	-2441	-339	
58	960	1029	703	65	-238	-1242	-1435	-217	
-161	250	33	107	-193	-225	-376	-788	32	
