-162	-221	-277	-227	-234	-131	531	157	-14	
-147	-272	-620	-228	-166	-62	1021	121	56	
-186	-369	-1106	-653	-138	40	677	332	242	
-154	-851	-1003	-1224	123	229	1318	607	860	
-259	-925	-1032	-1415	-21	902	1510	590	525	
-363	-718	-944	-1210	-358	270	1073	300	253	
-70	-35	-21	-390	-344	-103	57	-14	38	
117	798	1065	400	-303	-804	-708	-1104	-149	
201	1698	2872	1877	-55	-1732	-1647	-2283	-353	
209	1698	3480	2464	222	-1921	-2051	-3260	-392	
242	1428	2907	2108	246	-1312	-1849	-2383	-578	
117	575	1440	898	222	-731	-809	-1162	-380	
-49	25	248	-7	263	40	-69	-252	-210	
-56	-153	-485	-345	44	253	423	202	-109	
-28	-160	-1047	-492	8	417	426	316	121	
83	-289	-1180	-756	-145	188	549	251	-14	
-95	-327	-576	-756	-145	-55	229	186	-122	
-63	-183	-181	-448	-145	49	236	121	-75	
-84	-160	-245	-366	-186	-28	129	81	-156	
