-146	-328	-176	-1	65	187	-63	-7	
-237	-347	-373	-14	106	366	112	24	
-306	-451	-507	-186	-55	497	121	8	
-659	-723	-800	-234	-83	505	235	72	
-629	-812	-1166	-275	131	539	712	355	
-407	-797	-1137	-186	319	811	816	347	
-969	-856	-975	-289	204	627	694	670	
-146	-28	-132	-193	73	-103	48	226	
225	1387	774	-200	-485	-1170	-1061	-149	
1572	2836	1965	16	-1312	-1675	-2053	-332	
1986	2657	2464	279	-1587	-2311	-2742	-392	
1680	2281	1645	106	-1138	-2426	-2441	-606	
400	957	880	49	-630	-838	-1449	-346	
-63	315	-21	24	-28	-14	-320	-21	
