-97	-156	-208	-483	-234	-28	163	-137	-143	
-175	-258	-368	-609	-172	-14	285	-14	-107	
234	-362	-503	-741	-241	32	537	-41	-129	
-9	-496	-679	-580	-14	8	790	332	307	
100	-703	-679	-1049	-104	212	1387	729	533	
-161	-614	-900	-1430	-138	761	1649	833	589	
-328	-644	-915	-1019	-186	229	1352	798	295	
-217	58	-181	-256	-172	-199	73	113	72	
-84	852	473	363	-159	-673	-1170	-961	-177	
-70	1860	2281	1805	115	-1558	-2513	-1895	-392	
92	2256	2854	2730	139	-2139	-2831	-2541	-606	
-112	1716	2496	2161	353	-1776	-2715	-1837	-592	
-7	483	1333	952	263	-1196	-1098	-989	-305	
-21	50	124	24	156	-131	-76	-48	40	
-210	-341	-402	-697	82	-55	489	332	80	
-335	-526	-679	-1049	-104	90	692	312	-61	
-133	-526	-679	-1415	-145	343	405	186	-68	
-203	-688	-915	-946	-269	40	399	284	145	
