-229	95	200	313	661	330	104	217	11	78	242	
-8	97	156	243	1331	487	269	234	-15	-15	156	
61	148	700	1278	1406	472	347	139	-67	-104	46	
646	915	1170	1898	2345	678	582	286	460	-148	251	
947	633	1715	2518	2814	1485	1864	1257	597	185	251	
872	392	1565	2217	3340	2199	3440	2176	1460	43	147	
609	235	813	1428	3115	3006	4716	3226	2584	621	537	
270	148	304	148	2476	2443	5372	4314	3034	1426	981	
-141	-222	43	-222	1124	1955	4603	5458	5152	2026	529	
-443	-552	-60	-362	487	1223	4753	5814	7177	2250	1205	
-126	-788	-281	-905	252	504	4847	6771	8208	3112	1767	
52	-961	-384	-1203	-164	228	5203	6808	8601	3112	2085	
-23	-709	-347	-1203	69	60	4640	7596	8470	3131	2160	
-37	-961	-192	-543	313	469	5016	7558	7008	2719	1823	
-104	-408	270	-244	487	1185	4941	6902	5733	2400	1992	
-311	-278	209	-170	730	1786	6085	6039	4984	1688	1205	
-67	-8	217	252	749	3663	4884	4164	3053	883	831	
122	170	418	461	2476	4470	4490	3114	2434	808	347	
287	424	944	2368	3171	3738	3496	1895	672	243	251	
483	296	1452	1954	3547	2724	2108	330	277	182	-23	
291	409	1565	1861	2514	1786	504	217	-133	0	-126	
357	287	1226	1334	1988	697	147	86	-222	-115	-67	
159	69	832	435	1068	278	-52	-236	-303	0	-69	
