127	-120	-120	-89	-112	-289	-423	-173	-179	-64	65	28	5	
153	-29	-71	-155	-224	-467	-753	-249	-245	-165	277	32	40	
115	0	34	151	175	-216	-1121	-653	-385	188	1213	154	226	
145	49	59	252	175	-274	-1342	-1005	-358	433	1545	781	347	
162	-8	59	98	-126	-452	-1327	-1210	-324	409	1160	434	355	
109	-8	101	-105	-260	-341	-1474	-770	-317	139	968	381	143	
74	42	-197	-254	-117	91	-381	-42	-90	-83	187	24	-129	
-115	-255	-373	-246	-42	1086	423	720	-35	-223	-708	-860	-238	
-277	-367	-570	-106	108	1752	2532	1414	-262	-1703	-2729	-1837	-478	
-326	-382	-339	-141	175	1482	3086	1752	24	-2342	-3047	-2685	-263	
-215	-92	-261	-152	209	1698	2907	1877	526	-1587	-2210	-2139	-319	
-168	-85	-240	-8	134	525	1548	934	263	-746	-867	-1306	-163	
-71	-36	-85	-106	-308	-7	124	132	98	-165	-280	-211	-119	
0	67	42	-358	-452	-240	-520	-595	-188	124	309	-41	-48	
-43	99	76	-36	-194	21	-915	-917	-55	540	496	324	127	
221	135	42	-78	-160	-171	-871	-1019	-62	425	390	194	169	
119	50	-78	-97	-196	-313	-326	-697	-179	269	260	48	71	
8	25	67	-36	-161	-246	-333	-595	-220	-62	334	135	46	
