-89	26	-10	-125	-83	-148	-192	-96	-185	-251	-384	-8	-332	-171	-82	-168	-15	-199	-258	-155	233	168	0	159	-15	68	198	270	-89	-59	-24	-30	
69	31	113	40	-37	-259	-151	-170	-124	-253	-202	-171	-354	-268	-236	-221	-81	-199	-12	484	320	190	-23	380	233	103	232	166	-147	-87	-67	-177	
6	-82	114	-22	-133	-185	17	-109	-240	-353	-281	-309	-487	-310	-288	-295	-140	86	161	502	493	147	162	501	327	379	77	39	-214	-135	-111	-221	
-170	-259	-84	61	-83	-104	-163	-200	-524	-638	-391	-295	-1175	-1008	-288	-290	-288	251	486	1368	346	116	371	622	198	604	-52	129	-44	-125	-133	-111	
-52	-113	-53	113	-156	43	-160	-296	-920	-1361	-1059	-458	-1379	-1919	-1136	-288	-162	329	164	857	1035	770	587	1790	678	444	-272	232	34	-67	-168	-257	
11	-42	8	-105	-67	-154	-222	-517	-2084	-1895	-2111	-1881	-1410	-1809	-1654	-155	-52	372	410	863	2436	1946	1222	2574	1256	768	220	96	110	-17	-213	-66	
17	61	-30	-104	-82	-370	-384	-1125	-2335	-2586	-3180	-2085	-1850	-1809	-963	-538	-214	199	242	294	2511	2301	2565	3208	2132	1773	51	-59	17	103	-89	163	
-170	28	-23	-156	-226	-355	-1401	-1959	-3420	-3498	-3620	-1441	-1379	-1401	-1199	-413	-118	128	86	86	2081	2319	3312	3618	3288	2071	745	311	431	284	-37	154	
-32	-138	-333	-278	-311	-480	-2187	-2965	-4504	-2649	-3950	-561	-524	-914	-822	-481	-185	39	104	216	1241	2618	2976	2947	4555	3189	1676	129	672	439	232	203	
-148	-215	-331	-311	-921	-1461	-3162	-3562	-4787	-1974	-2661	-111	-214	-310	-712	-501	-126	-34	77	80	176	3234	2006	2443	4257	4177	3446	559	908	629	367	223	
-185	-246	-464	-399	-1315	-3050	-4185	-5166	-3938	-1298	-2300	295	53	-207	-461	-74	-280	-126	-173	-148	-126	1255	613	727	3567	4736	5271	1694	1764	586	387	215	
-127	-312	-637	-569	-2070	-4010	-5128	-4679	-3388	164	-1090	565	338	541	112	295	-174	-369	-494	-1017	-1172	25	190	388	2001	4885	6333	3444	2323	542	716	232	
-180	-237	-685	-303	-3061	-4749	-6056	-4191	-2508	365	-251	1095	1257	2678	808	1524	-339	-413	-2300	-1895	-2488	-383	-530	216	380	4233	6798	4580	3904	509	517	241	
-171	-410	-921	-1082	-4194	-6102	-6764	-4584	-1659	409	60	1263	2307	4365	3187	2516	-376	-1703	-3930	-3243	-4290	-623	-1195	-67	146	3226	6444	5659	4332	1662	605	353	
-240	-311	-1047	-1381	-4115	-6809	-6874	-3814	-1030	196	356	1489	2382	6614	4405	3059	-420	-2283	-4667	-5563	-5121	-1172	-1493	-238	-81	2574	7022	5808	5095	1867	940	464	
-304	-266	-874	-1538	-4477	-7313	-7062	-3688	-810	149	200	1395	3395	7720	5061	3078	-450	-2064	-5749	-6112	-5685	-1736	-2292	-301	-331	2444	6687	6981	5560	2759	698	518	
-316	-361	-653	-1963	-4524	-7171	-7786	-2619	-355	1012	513	701	3620	7701	5304	3527	-243	-2095	-5937	-5877	-5936	-1610	-2182	-155	-331	2500	6463	7242	5430	2090	847	688	
-224	-207	-763	-1318	-4257	-6684	-7723	-2352	-1172	129	69	475	2908	7364	4218	3640	-52	-2079	-5514	-5030	-4588	-1297	-1696	-317	-441	2518	5867	6907	4779	2015	735	344	
-207	-198	-266	-1271	-3958	-6479	-7125	-3059	-2115	609	-214	295	2457	5715	2625	2666	26	-1687	-4150	-2898	-3209	-984	-1430	172	-67	2816	5811	6739	4760	1216	17	628	
-153	-111	-333	-348	-3627	-5394	-6622	-3940	-2398	104	-477	269	863	3709	789	2085	104	-542	-2943	-1440	-2300	-412	-804	615	483	3897	5327	5492	4016	1364	310	333	
-230	-67	-224	-45	-2149	-3899	-5034	-3735	-3765	-222	-1263	243	312	747	-89	831	-104	-376	-1124	127	-405	-192	-206	1585	2188	4344	4563	4859	2546	448	379	241	
-84	96	-110	26	-1472	-2641	-4310	-3814	-4693	-858	-1719	-111	-244	-317	-571	173	-96	-148	-435	164	-221	-140	-81	2835	3567	5183	3446	4003	1653	695	258	189	
-74	-148	-138	17	-1000	-927	-3383	-3154	-4551	-2555	-2394	-703	-955	-612	-1152	-23	-67	61	69	284	155	788	544	3451	4164	5090	2552	1750	457	163	-279	-125	
-243	-276	-311	-311	-392	-407	-2612	-2996	-5416	-3089	-2583	-1629	-1834	-867	-1513	34	-59	390	424	751	1185	1834	1614	4215	4276	4121	1918	633	-140	-15	-149	-191	
