-230	-189	-276	-124	-35	326	3	-20	
-319	-332	-339	-216	-124	480	90	-14	
-467	-478	-507	-275	-179	1021	275	-75	
-496	-1047	-726	-289	147	1475	64	32	
-748	-1386	-587	49	376	1859	833	298	
-925	-1489	-1254	-104	352	898	781	492	
-718	-1342	-726	-296	171	627	781	581	
-28	-243	-304	-200	147	228	8	153	
1374	522	322	-145	-325	-451	-1162	-177	
2256	2675	1414	106	-1268	-2455	-2541	-292	
2076	2890	1752	427	-1877	-2932	-3260	-278	
2058	2800	1076	164	-978	-1993	-2484	-319	
852	2192	495	131	-572	-1040	-1708	-224	
16	165	-76	-35	-194	-403	-395	218	
-341	-374	-225	-203	-131	203	40	137	
-570	-513	-448	-420	49	323	194	-197	
-585	-797	-932	-440	-103	255	129	-77	
-600	-797	-917	-413	-110	148	113	-61	
-383	-694	-595	-152	16	102	116	-65	
-167	-513	-407	-145	-7	80	48	-39	
