184	-42	-97	-42	-69	-190	-328	-218	-21	-14	400	470	341	7	
209	-7	-111	-103	-97	-238	-361	-386	-520	48	544	1012	985	-20	
226	50	-14	-159	-193	-731	-809	-442	-453	0	989	1351	951	94	
251	250	165	-180	-97	-1007	-1343	-860	-849	-142	887	1452	581	450	
171	141	58	-41	-49	-1007	-982	-989	-277	-142	440	538	230	292	
150	17	-132	-77	-28	-83	-171	-252	-155	0	-16	-248	-134	158	
8	-91	-354	-104	468	655	701	332	-89	-122	-256	-1215	-546	-333	
-259	-629	-485	-256	687	1834	1719	1771	355	-169	-1481	-2258	-1233	-755	
-566	-955	-723	-332	1288	2220	2960	2552	515	-345	-2514	-3118	-2425	-797	
-776	-910	-1312	-235	1006	2958	3396	2639	1119	-331	-2982	-3540	-2299	-1760	
-531	-1014	-1091	-352	228	2273	3239	1858	619	-291	-2783	-3512	-2046	-1481	
-356	-585	-385	-76	287	1148	1492	833	446	-203	-1580	-1793	-1149	-672	
-301	-313	-21	0	32	16	480	-21	377	-88	-376	-322	-214	-87	
201	-84	-42	-76	-523	-499	48	-731	161	-61	-169	127	531	237	
152	83	74	-56	-655	-847	-369	-1694	16	8	152	453	749	547	
234	141	132	74	-413	-1413	-1690	-1981	-156	289	1057	1181	1490	1015	
202	125	206	49	-379	-876	-1748	-1938	-170	353	631	1215	884	1249	
98	116	121	74	-324	-122	-852	-1478	193	249	426	1215	766	1032	
41	139	147	99	-186	-274	-549	-1076	40	120	648	1131	325	347	
