43	19	-75	-133	-282	-258	-250	-166	-177	77	258	318	258	-44	-37	-22	-244	-323	-164	
77	86	-118	-331	-390	-309	-360	-251	-265	163	387	731	309	29	-37	-188	-103	-98	-206	
-8	406	86	51	-399	-221	-748	-450	-331	565	525	611	378	110	0	-272	-184	94	-261	
-30	206	138	-302	-1034	-962	-811	-470	-279	1346	921	811	395	34	-8	-243	-447	103	-338	
129	111	34	-199	-1143	-1478	-1218	-551	-500	480	120	792	585	-88	-286	-242	-138	214	-158	
93	77	-45	-243	-658	-1118	-279	-103	-360	135	111	699	464	51	-109	-22	-74	326	33	
-59	43	-331	-67	112	-695	-228	258	-279	-222	-433	-103	146	-15	-70	-8	34	83	-52	
-398	-170	-269	216	44	328	474	845	-21	-310	-1188	-933	-279	-184	-147	249	143	25	-367	
-937	-390	-788	839	1386	1158	1937	1396	-339	-920	-2767	-2621	-1399	-433	146	925	266	68	68	
-1281	-435	-186	1455	2747	2779	2533	1955	-111	-2171	-4752	-3371	-2008	-316	455	1296	724	487	463	
-1266	-451	-976	1809	2878	2686	2831	1824	-184	-2139	-4455	-3778	-2336	-848	524	1686	489	447	235	
-968	-1626	-1054	1529	1703	2500	2608	1247	-67	-1529	-3455	-3012	-3008	-118	676	1259	8	334	-37	
-513	-686	-992	103	212	2015	913	474	-81	-513	-2376	-1215	-1883	455	529	558	148	-15	-101	
-162	-206	-118	-118	-192	405	103	25	-23	-463	-235	-272	-742	421	429	154	42	0	-330	
-52	415	-20	-206	-1378	-265	-357	-514	-219	-8	577	755	120	25	0	-87	-184	-228	-403	
8	257	-170	-411	-2177	-1212	-1859	-1281	-331	465	1850	1795	568	232	-257	-316	-506	-323	-271	
67	778	17	-427	-2208	-2229	-2454	-1078	-301	918	1869	2111	753	-81	-426	-543	-373	-198	-60	
-295	994	-184	-294	-1441	-1572	-1577	-346	-52	353	1163	2687	593	51	-349	-310	-242	-14	-23	
198	411	-133	121	-1597	-1916	-1139	-235	-228	267	865	1535	370	-184	-345	-285	-235	-77	-135	
-251	158	-96	-23	-1081	-617	-191	-109	-15	8	605	387	266	232	-139	-250	-204	-110	-162	
