58	49	-14	49	-59	-170	-306	-914	-390	-155	-49	15	448	121	156	10	-173	-205	-215	-159	
167	198	172	147	97	-272	-978	-1071	-588	-268	-27	118	806	532	319	303	-81	-326	-378	-257	
381	239	444	90	-7	-272	-1164	-1398	-1353	-525	-67	245	1005	1293	806	-60	-125	-208	-489	-282	
239	264	296	106	-41	-1061	-1779	-1455	-1268	-934	-114	150	1604	1954	1627	147	-125	-289	-384	-429	
151	313	370	376	-180	-1320	-1493	-1227	-971	-905	-354	316	1504	1475	954	621	-196	-437	-494	-308	
116	116	312	40	-388	-1306	-907	-872	-310	-496	-194	268	1254	1062	626	435	-183	-163	-415	-378	
-97	24	8	-179	-103	-402	-333	-122	-88	-114	0	110	94	141	202	-348	-257	-200	-185	-89	
-187	-207	-489	-555	432	32	101	498	368	414	230	-100	-413	-671	-369	-1183	-294	262	8	280	
-437	-858	-917	-876	790	590	1947	2402	2097	1131	39	-309	-1440	-2853	-2436	-1251	-791	481	525	376	
-370	-1342	-1471	-1079	1125	1667	3328	4083	3188	2418	111	-1090	-2898	-4345	-3013	-2126	-1180	929	900	437	
-120	-1723	-1835	-1050	619	2170	3414	4409	4500	3400	134	-532	-4050	-5616	-3645	-3165	-765	2687	767	1466	
-402	-1854	-1967	-1108	627	2309	4225	4718	4756	3282	238	-797	-4314	-5823	-4511	-3562	-497	2309	711	2392	
-208	-1283	-1646	-688	472	1476	2517	3894	3682	3062	381	-421	-3078	-4580	-2972	-1948	-771	1233	1485	1145	
-236	-653	-1165	-876	211	1146	1205	1973	2472	1673	39	-127	-1246	-2688	-1488	-1579	-628	603	975	271	
-21	-166	-14	-775	-116	56	371	104	448	366	-81	-127	-345	-575	-441	-1470	116	225	78	-111	
-7	140	493	-398	-403	-476	-183	-459	-142	-282	-161	47	141	235	15	-289	263	105	17	-220	
240	272	641	73	-267	-1464	-1278	-1740	-858	-990	-267	292	1121	1359	1184	676	363	8	-134	-168	
213	355	1359	311	-96	-1722	-2165	-2707	-1792	-1159	-348	94	1670	2416	1955	922	131	-301	-333	-154	
74	667	1730	319	-403	-1780	-2036	-2608	-1820	-1314	-468	580	1986	2796	2611	318	70	-219	-272	-222	
-21	62	1235	40	-342	-1593	-1579	-2095	-1466	-1046	-461	300	1703	2515	2070	108	-71	-172	-175	-245	
-21	90	246	229	-21	-1377	-1235	-1028	-1381	-1032	-201	260	1487	1888	671	644	-157	-98	122	-53	
-34	74	123	106	48	-1234	-964	-744	-886	-934	-321	205	1254	368	585	264	-20	16	-122	16	
