-98	-202	-520	-228	-14	65	366	-116	-217	-201	-161	-155	
-99	-279	-635	-256	-234	-83	603	89	-177	-142	-95	-165	
-21	-570	-1003	-152	-406	-96	692	170	-102	-136	-128	-81	
-14	-1339	-1327	-525	-450	147	560	486	323	-169	-195	-34	
8	-1117	-1253	-1063	-296	656	916	746	573	-250	-151	39	
-454	-940	-1165	-873	0	674	539	590	355	-203	-195	-27	
-250	-272	-215	-318	-145	253	-21	170	50	-189	40	15	
-168	375	599	305	70	-93	-1257	-1033	-136	-27	288	95	
-91	1230	2424	2037	213	-1152	-2282	-2426	-210	257	904	342	
58	1590	2872	2286	189	-2211	-2802	-2728	-478	313	1228	436	
16	1428	2514	1894	148	-1689	-2874	-2656	-380	386	614	207	
-49	550	1583	1094	106	-1268	-1358	-1449	-387	-14	296	183	
-91	183	414	330	-21	-110	-116	32	-48	16	144	81	
-139	33	-35	-242	-15	131	293	259	105	-189	-148	-95	
-133	-97	-582	-873	74	384	456	312	32	-203	-316	-167	
-70	-146	-561	-990	-117	409	480	421	-14	-41	-118	-202	
-113	-258	-826	-873	-90	322	377	292	-21	-68	-115	-175	
-124	-404	-723	-419	-35	245	415	137	-14	-68	-128	-195	
83	-438	-672	-428	-159	188	131	-55	-25	-14	-135	-159	
