-140	-285	-312	-138	-140	-199	-136	-170	16	
-176	-202	-354	-290	-220	-158	-82	-204	-41	
-156	-200	-610	-345	-197	-131	407	21	-14	
-84	-251	-1121	-712	-90	-7	570	-102	22	
33	-202	-1371	-639	131	204	586	227	218	
-92	-363	-1386	-1298	-262	245	586	359	0	
-154	-644	-1283	-1151	-186	286	619	625	234	
-475	-1014	-1165	-932	-344	40	546	486	428	
-105	-209	-194	-235	-200	-383	-7	-28	-21	
-49	425	671	421	-90	-1065	-1329	-1004	-109	
0	1446	2675	1396	-69	-1355	-2628	-2369	-373	
436	1824	3301	1770	189	-1515	-2787	-3159	-363	
8	1986	3426	987	378	-1384	-2585	-2584	-298	
67	1194	1476	560	328	-775	-968	-1622	-400	
-70	141	99	57	8	57	-89	-803	-82	
