-223	-346	-345	-139	-14	244	129	-292	
-348	-393	-331	-145	147	562	64	-137	
-792	-547	-741	57	65	462	202	-27	
-925	-959	-1195	-145	155	1021	413	-122	
-748	-988	-1488	-248	393	1160	486	193	
-836	-988	-360	-134	302	480	1215	581	
-70	-187	-173	-124	-7	-178	89	105	
433	886	206	-179	-557	-896	-1148	-251	
1752	1870	1716	90	-1326	-2022	-2498	-326	
1914	2585	2037	164	-1805	-2311	-3030	-420	
1410	2585	1290	180	-1225	-2571	-2369	-265	
566	1369	495	156	-572	-1026	-1306	-319	
0	868	-118	263	-117	-89	-198	-136	
