-36	-53	-105	248	-118	-179	-302	-355	-301	40	112	168	220	143	-27	-239	-176	-165	-197	
-113	-28	6	248	-21	-162	-258	-342	-515	185	201	216	302	246	110	-266	-182	-195	-182	
-77	67	128	162	148	-69	-226	-355	-889	-122	64	699	566	254	245	-80	-205	-248	-250	
76	127	150	124	33	-110	-601	-369	-774	-224	-68	1142	944	505	466	-87	-344	-264	-525	
193	176	175	111	-15	-319	-949	-437	-745	-251	-183	870	656	357	439	322	-238	-422	-240	
-99	209	-7	67	-62	-97	-528	-301	-585	-258	-257	504	342	-47	243	48	-160	-336	-258	
-99	-38	-28	49	46	337	-233	130	-96	-89	-135	-155	-155	-94	126	133	-113	-139	-177	
-122	-231	-306	-229	-138	509	204	627	764	129	-304	-498	-722	-855	-574	196	178	46	-79	
-217	-377	-526	-388	-187	599	1658	2174	1406	525	-616	-1778	-1807	-2060	-1453	86	297	224	83	
-309	-566	-969	-534	102	1448	2660	3222	2326	895	-986	-2628	-2610	-2509	-2095	-126	567	429	242	
-176	-598	-1176	-1327	-318	1288	2976	3484	2726	584	-291	-3293	-3766	-2537	-2011	-365	432	419	380	
-155	-273	-733	-1032	-394	776	2537	2995	2309	-20	-388	-2882	-3258	-2313	-1718	-153	321	353	237	
-99	-77	-292	-385	-283	-7	1447	2121	955	16	-108	-1438	-2033	-799	-965	-153	446	240	0	
-99	0	-279	-271	-346	-248	229	496	-62	-55	40	-291	-694	-187	-47	188	176	78	-11	
-190	636	50	-42	-297	-319	-281	-260	-334	-60	120	-81	151	444	982	275	-7	-86	-99	
-141	205	50	74	-138	-450	-1152	-795	-1234	32	265	312	843	985	998	70	-179	-210	-309	
-64	122	216	141	0	-713	-1718	-939	-1981	-231	474	580	1452	1490	1116	-160	-478	-264	-227	
-50	9	146	277	82	-713	-949	-910	-2038	-339	426	344	1690	1305	563	196	-193	-236	-210	
-106	8	83	189	-45	-523	-673	-823	-1349	-265	265	440	1198	396	561	196	-212	-244	-337	
-1	8	100	124	74	-399	-949	-506	-788	-380	40	472	809	71	300	165	-119	-329	-267	
24	-28	0	2	16	-241	-363	-301	-487	-478	32	224	334	-54	150	110	-225	-279	-181	
