-176	-63	-133	-246	-682	-407	-268	-228	-293	-129	-68	184	145	166	206	393	117	23	
-246	-63	-136	-153	-800	-713	-309	-283	-388	-122	8	307	278	381	165	872	180	46	
-246	-89	-195	-284	-1049	-946	-1254	-205	-817	-122	16	870	279	404	418	1088	305	78	
-148	-154	-231	-298	-1356	-1500	-1732	-1184	-1564	-238	160	1228	758	1086	1099	1570	258	280	
-151	-173	-198	-201	-2499	-2346	-2748	-2065	-1909	-89	289	1960	2062	2567	1718	1687	391	319	
-197	-197	-186	-974	-2645	-3366	-4315	-2787	-2139	16	176	1960	3248	2921	3307	2468	1244	560	
-197	-231	-688	-1798	-3319	-4547	-5142	-3192	-1981	315	56	1978	2875	3342	3959	2967	1954	757	
-232	-398	-910	-2872	-4740	-5524	-5142	-1776	-544	169	-216	887	2198	3510	4562	3980	2697	1003	
-316	-806	-1487	-4403	-5971	-6195	-4721	-823	365	428	-502	40	775	3459	5465	5161	3540	1676	
-225	-954	-1798	-5242	-7172	-6880	-3851	24	1840	619	-1199	-574	47	3459	6536	6590	3969	1774	
-450	-1043	-1738	-5433	-7553	-7186	-4329	277	1267	636	-1355	-900	-34	3241	6669	7122	4514	1561	
-182	-746	-1443	-4462	-7098	-7930	-4402	40	798	395	-1284	-1438	71	3577	6703	6889	4018	1381	
-92	-454	-1546	-3814	-6688	-7667	-4692	-342	137	274	-815	-310	436	4167	5933	6025	3787	1479	
-309	-1147	-895	-2696	-4608	-6647	-4315	-665	-388	64	-630	248	1639	3510	5281	4895	2730	412	
-253	-552	-526	-2151	-3231	-5203	-3981	-751	-1004	-177	-203	392	1825	3443	4645	3432	2119	1167	
-323	-154	-97	-409	-1679	-3104	-3169	-737	-1392	-298	72	682	1893	2803	3792	2002	1012	600	
-130	-155	-91	-326	-932	-2025	-2284	-780	-1550	-935	-54	341	1503	2079	2370	1304	203	351	
16	-81	-56	-181	-263	-1384	-1021	-417	-1162	-522	32	424	944	1406	915	424	-126	265	
16	-32	-42	-167	-180	-1034	-760	-595	-989	-393	-115	392	350	468	442	409	-284	148	
-101	-21	-101	-132	-220	-317	-432	-212	-501	-346	-88	48	159	261	308	-179	-298	46	
