-196	-409	-408	-131	-90	383	41	-14	
-160	-397	-580	-337	-90	570	-55	-156	
-390	-437	-1122	-193	32	733	194	-122	
-910	-974	-1459	-289	196	1003	781	218	
-348	-1018	-1107	-282	335	1160	677	428	
-320	-503	-858	-392	130	497	389	173	
-202	-28	-63	-145	81	-157	-34	-15	
391	886	1058	-145	-485	-1517	-918	-61	
1518	2496	1610	-152	-1225	-2397	-2053	-319	
1554	2639	2037	-83	-1819	-2542	-3059	-406	
1356	2567	1859	403	-1500	-2080	-2340	-535	
558	1530	667	98	-978	-795	-1248	-992	
141	365	123	90	16	89	-306	-377	
