-67	91	361	200	102	-149	-240	-267	-328	-265	-280	-270	-7	-7	81	470	508	273	304	510	222	86	-153	-326	-163	-178	-18	
52	51	415	214	162	-283	-310	-465	-835	-511	-458	-297	-145	-233	350	521	315	584	552	639	214	158	-179	-519	-324	-243	-41	
47	198	583	471	-135	-297	-619	-570	-1237	-748	-1121	-697	-348	-311	105	503	757	653	682	893	341	814	-239	-975	-369	-759	-373	
121	112	1951	749	85	-339	-1257	-1077	-1786	-1236	-1077	-961	-290	-221	48	129	912	1064	1773	1300	749	898	-239	-1086	-560	-1320	-399	
408	372	1295	861	295	-688	-1377	-1376	-1489	-866	-988	-888	-76	-72	244	332	567	1081	1824	859	1305	932	102	-588	-581	-499	-385	
277	372	583	545	42	-1035	-1842	-1137	-776	-467	-900	-595	-232	-6	440	297	290	653	835	1029	1120	998	181	-243	-231	-456	-301	
260	311	321	183	-277	-1276	-1812	-868	-335	-244	-510	-741	-290	-158	236	129	-95	249	312	690	1103	1400	86	-67	-224	-263	-177	
156	285	241	145	-390	-1035	-1032	-344	-133	-7	-153	-624	-28	71	170	-48	-133	-95	0	127	142	881	110	39	-20	-195	-392	
-130	199	-50	-193	-316	-297	-22	235	376	583	132	-83	0	8	54	-164	-292	-459	-659	-751	-54	189	125	831	218	93	-392	
-123	-72	-536	-776	-383	-71	422	780	847	852	439	8	148	-55	-94	-313	-1350	-1384	-1282	-1314	-548	-755	47	930	694	217	0	
-229	-399	-1268	-1384	-78	-73	964	1362	1372	625	597	322	156	-18	-62	-1061	-1722	-1612	-1594	-1413	-1177	-1216	-87	930	921	482	261	
-224	-675	-1909	-1855	25	1088	2228	1690	2023	1446	1333	880	419	-110	-308	-1909	-1736	-1640	-1792	-2005	-1289	-1606	-199	748	1298	233	388	
-267	-1519	-2154	-1718	238	1622	3144	1763	2458	1662	850	2072	1306	81	-369	-2168	-1622	-1654	-1962	-2878	-1444	-2206	-391	979	1955	1590	564	
-497	-1872	-2352	-1992	315	1512	3895	1963	2965	1572	1279	1645	1943	294	-549	-2268	-1650	-1569	-2160	-2765	-1668	-2402	-544	963	1938	1411	671	
-366	-1903	-2475	-1931	290	1383	4042	1235	2639	1176	1583	1770	1571	114	-1776	-2599	-1622	-1142	-2019	-2385	-1584	-2569	-1343	360	2496	645	131	
-245	-1550	-2062	-1399	-78	885	3529	1180	2078	350	1566	1396	776	-69	-1069	-1449	-1107	-1014	-2160	-2019	-1612	-2653	-635	195	1889	815	23	
-461	-1028	-947	-1080	-50	499	2448	1253	1969	325	1852	667	440	-42	-308	-558	-606	-929	-1665	-1497	-1359	-1495	-93	1260	1266	761	239	
-551	-583	-429	-760	-504	33	1258	652	644	325	1494	132	115	-21	-110	-177	-621	-801	-985	-1004	-939	-728	306	532	429	380	-35	
-231	-130	-293	-271	-319	-191	397	369	301	183	365	-63	-248	-96	-96	-157	-265	-311	-504	-329	-101	-94	673	172	-93	-289	-268	
-130	190	60	-86	-398	-502	-408	126	209	-153	-56	-311	-272	-116	0	-89	0	-115	-209	-34	168	279	1271	258	-237	-307	-255	
565	386	77	214	-534	-1231	-1257	-1003	-342	-306	-277	-546	-248	-96	95	275	517	378	320	454	530	1383	1321	-172	-369	-446	-144	
469	383	77	694	-213	-1276	-2082	-1540	-939	-984	-464	-858	-427	16	203	712	1516	910	664	978	463	1584	739	-312	-993	-759	-302	
521	602	1258	787	34	-1246	-1737	-1794	-1801	-1339	-1018	-1195	-844	-76	16	885	1464	1356	1603	961	547	1467	31	-1058	-1241	-1470	-536	
45	259	864	712	418	-974	-1047	-1734	-1474	-1635	-1415	-1107	-509	-309	171	746	670	1201	1585	1198	968	948	-186	-837	-1035	-1101	-726	
135	86	958	507	375	-135	-567	-1107	-895	-1443	-1032	-1005	-86	-199	846	972	1240	807	1313	1012	1103	426	-193	-324	-828	-400	-510	
3	-101	133	222	170	-85	-443	-414	-482	-1014	-488	-492	-138	-42	793	868	1223	550	512	876	571	229	78	-768	-389	-354	-212	
-231	-129	77	119	59	-85	-134	-249	-375	-600	-423	-256	-97	-329	317	97	500	225	392	452	285	79	-73	-865	-329	-298	-192	
-213	-57	18	64	25	-21	-64	-71	-259	-292	-361	-111	0	-89	97	93	234	208	320	255	285	-74	-113	-809	-231	-149	-221	
