134	131	113	-28	-289	-240	-262	-238	-106	-27	312	292	238	237	
159	16	240	-207	-287	-252	-301	-381	-349	-54	520	478	166	268	
64	8	273	-90	-399	-818	-722	-889	-621	-210	1210	673	537	714	
67	114	138	-42	-262	-1181	-867	-616	-377	-210	1279	1097	598	415	
150	50	-9	-69	-49	-920	-369	-483	-217	-142	921	538	317	311	
242	-167	-153	-83	49	-586	-116	-55	-126	-203	360	-155	-54	276	
8	-348	-354	-159	403	131	701	833	-28	-345	-364	-1145	-336	-260	
-269	-467	-437	-194	723	1166	2383	2014	476	-324	-1693	-1920	-1401	-1118	
-391	-703	-871	-352	1253	1939	3414	3212	584	-431	-2656	-2751	-2439	-2262	
-412	-600	-1312	-201	1041	2378	3589	3073	1240	-324	-3081	-3709	-2747	-2206	
-426	-452	-929	-311	404	1658	2628	2656	619	-250	-2571	-3456	-2972	-1983	
0	-91	-388	-235	189	1218	2034	1476	118	112	-1481	-1652	-1934	-1132	
25	-42	-139	-163	-55	262	724	-28	-7	112	-390	-905	-234	-207	
201	116	-39	-221	-538	-425	-348	-889	-41	110	16	-21	412	300	
351	175	91	-221	-713	-876	-1704	-1938	-34	353	376	487	833	597	
238	166	385	-159	-494	-1268	-1257	-2082	-265	450	648	1266	1692	865	
192	314	725	140	-358	-905	-1040	-1579	-366	184	460	1639	1776	497	
192	175	725	99	-348	-804	-780	-1191	-353	193	614	1114	732	371	
58	225	390	99	-684	-876	-347	-1234	-238	64	343	510	317	221	
-7	91	215	-76	-330	-370	-294	-961	-136	-7	184	287	158	118	
