-107	-147	-311	-318	-193	-68	179	21	56	
-175	-209	-603	-380	-152	-83	326	79	-102	
-56	-140	-871	-448	-303	-90	215	73	-72	
-45	-306	-1150	-311	-317	-55	554	170	-149	
100	-659	-1386	-1122	-372	188	881	495	129	
-63	-777	-797	-1444	-489	551	1195	1180	492	
-203	-644	-753	-624	-530	533	689	1215	549	
-133	-49	-187	16	-241	-117	73	129	56	
125	391	975	471	-330	-369	-925	-1306	-183	
117	1446	2567	1823	-42	-1254	-2166	-2685	-231	
226	1788	2961	2197	345	-1747	-2441	-2742	-292	
301	2004	2854	1343	263	-1326	-2325	-2383	-353	
159	1014	1637	827	180	-731	-1372	-1219	-271	
-84	141	282	49	94	0	-137	-123	-119	
-426	-105	-257	-408	-91	90	489	202	-89	
-184	-84	-603	-697	-138	212	521	275	-129	
-210	-63	-503	-1063	-172	245	519	292	-265	
-153	-174	-423	-829	-172	322	417	373	6	
-196	-404	-620	-448	-69	196	297	219	-14	
-133	-251	-459	-414	-241	24	358	81	80	
83	-333	-351	-297	-255	-233	108	-41	-18	
-12	-91	-312	-256	-248	-124	38	-116	-58	
