-69	-362	-932	-735	-502	-377	-141	-34	181	490	864	561	240	-45	-284	-444	-291	
-439	-355	-1650	-1822	-587	-444	-74	39	245	723	765	1052	590	-392	-570	-1297	-516	
-557	-246	-2225	-1307	-744	-236	-134	47	134	459	485	823	489	46	-681	-840	-578	
-644	-520	-1923	-277	-156	-162	31	49	79	189	203	593	410	263	-504	-666	-572	
-992	-1199	-1320	96	29	88	123	39	88	15	-34	210	295	-183	-296	-450	-385	
-1079	-838	-68	525	88	440	334	152	16	-153	-291	-145	-243	-72	70	-236	-259	
-165	309	478	912	687	536	350	15	-20	-378	-1155	-677	-1415	-334	648	170	43	
270	1003	1979	1464	1253	584	366	-101	-207	-1301	-1818	-1529	-2044	-575	806	227	411	
253	1387	3264	2051	1647	443	390	-14	-100	-1704	-2052	-2601	-1948	-1847	972	1183	956	
204	2051	3004	1896	1407	536	191	-194	-267	-1329	-1818	-2175	-2277	-2499	1212	1637	1409	
1060	2925	3004	1706	1424	580	0	-354	-360	-732	-1693	-2093	-2878	-2295	872	2808	1655	
1025	3047	2570	1464	1064	443	71	-167	-909	-954	-1307	-1694	-2796	-2051	362	2109	1655	
814	1877	2031	1378	738	128	-4	-294	-630	-1093	-727	-1364	-1156	-2418	872	1580	735	
270	1090	798	946	395	-222	-156	-253	-281	-524	-317	-664	-420	-949	305	503	262	
90	692	0	129	88	-377	-266	-281	-700	-186	-212	-132	-243	-125	138	78	-407	
-122	-82	-961	-454	-331	-417	-365	-354	-602	-27	-27	140	-66	109	-36	-572	-450	
-261	-578	-1564	-1178	-587	-489	-422	31	-54	204	469	507	450	332	184	-467	-370	
-377	-601	-1866	-1193	-1014	-574	-384	39	71	306	1194	675	482	363	8	-335	-319	
-213	-766	-1650	-1193	-1071	-716	-349	31	221	385	699	921	442	151	-101	-341	-269	
-192	-535	-1377	-735	-1014	-546	-282	24	150	362	478	494	271	208	-222	-241	-176	
-288	-587	-817	-764	-516	-357	-47	198	107	-20	493	757	528	-15	-86	-89	-45	
