-85	-210	-77	-57	-94	-227	-252	-376	-242	-21	112	120	550	245	142	
-134	-191	-181	-70	-157	-317	-702	-539	-313	64	136	390	555	238	110	
-71	-40	-56	8	-145	-330	-615	-448	-716	-332	185	750	826	285	150	
-36	159	129	44	-125	-337	-1036	-1026	-1076	-806	56	1091	1097	968	205	
210	202	138	-3	-76	-385	-1297	-1069	-1018	-520	-34	1074	1097	716	865	
121	90	58	-118	-99	-55	-1079	-485	-524	-224	-149	631	555	222	315	
23	51	58	-229	-145	-7	49	293	-218	-241	-223	96	47	-94	221	
-29	33	-230	-423	-263	263	581	1230	357	-298	-303	-464	-765	-364	-313	
-64	-126	-363	-871	-187	882	1605	2156	1858	242	-900	-2528	-2075	-1359	-853	
-330	-531	-644	-1091	-408	1607	2009	3292	2952	411	-1185	-3321	-3089	-2159	-1272	
-232	-442	-555	-1386	-207	1377	2431	3886	2952	515	-573	-3435	-3146	-2439	-1969	
-218	-447	-644	-1194	-536	652	2396	3414	2361	118	-516	-2982	-2779	-2060	-2192	
-209	-301	-244	-561	-507	403	1183	1754	1597	-227	-189	-1296	-1709	-939	-1383	
-204	-391	-181	-236	-302	49	-179	489	129	-162	-189	-489	-222	-354	-281	
50	-391	-49	-264	-270	-317	-659	48	-630	-359	-7	-95	199	285	292	
101	117	91	-104	-194	-669	-1268	-607	-1478	-606	168	320	707	1675	932	
92	190	208	298	57	-757	-1979	-2123	-1622	-427	249	440	1198	1894	1166	
0	127	208	331	156	-932	-1616	-1935	-1866	-265	281	307	1469	1355	1450	
-106	97	166	277	239	-494	-847	-535	-1047	-190	64	368	1046	444	458	
-99	201	125	224	140	-399	-363	-192	-716	-204	-115	280	542	254	268	
201	201	25	126	57	-317	-369	-303	-238	-163	-81	128	302	142	221	
50	-7	-98	-31	-207	-172	-309	-123	-82	137	56	87	119	97	-7	
