81	-63	-139	-58	-114	-274	-262	-306	420	193	176	342	63	300	-100	-430	-152	-218	
83	-32	-84	-97	-117	-269	-287	-354	22	56	232	358	238	180	-54	-225	-165	-118	
19	40	33	-49	-76	-398	-491	-774	-34	168	448	1097	450	237	31	-251	-202	-204	
0	-25	120	41	-131	-775	-766	-1004	-461	-41	870	1283	230	347	15	-390	-346	-302	
-41	114	170	256	-248	-673	-505	-817	-393	-21	767	1334	699	423	322	-231	-487	-281	
-4	91	190	101	-97	-313	-273	-286	-224	-149	176	859	166	324	86	-368	-441	-308	
-42	-73	-222	57	8	-206	-151	-68	-146	-41	160	-34	-381	55	32	-80	-112	-296	
-84	-119	-250	0	263	253	570	677	-251	-431	-61	-821	-714	-240	70	195	179	-60	
-384	-327	-606	-138	864	1886	2139	2170	739	-687	-773	-1976	-1976	-839	-285	242	312	150	
-377	-437	-1312	-387	1200	2449	3431	2396	1257	-986	-1976	-3216	-2860	-1341	-279	329	369	150	
-349	-467	-1739	-201	1306	3011	3886	2726	1223	-530	-2613	-3709	-2621	-2178	-40	501	380	202	
-196	-171	-1386	-332	740	2519	3396	2014	670	-210	-2486	-3033	-2733	-2011	-113	364	338	116	
-77	-422	-709	-387	106	1095	2453	1076	498	-54	-1339	-1695	-1415	-895	-186	438	231	57	
117	-120	-208	-214	-275	90	1021	170	290	-81	-305	-384	-454	-127	157	195	124	-32	
326	33	-222	-270	-888	-485	-369	-803	-109	152	16	398	357	426	173	47	23	-60	
376	108	182	-325	-815	-1341	-852	-1535	-204	305	384	859	1153	563	251	-40	-178	-171	
244	125	365	-118	-567	-1428	-1473	-2125	-529	378	631	1588	1507	915	-140	-192	-224	-174	
196	242	232	-35	-447	-804	-1675	-2024	-380	155	375	1673	1439	848	-20	-203	-218	-200	
157	158	225	68	-55	-731	-1055	-1234	-231	249	408	1164	1136	387	173	-123	-166	-92	
23	83	155	140	0	-398	-448	-975	-204	-61	240	534	615	197	133	-216	-231	-286	
