-422	-298	-283	-193	-185	122	-44	-47	
-910	-423	-477	-275	35	472	174	8	
-718	-694	-373	-172	131	1632	260	16	
-984	-1062	-1122	-207	286	1859	397	323	
-407	-1283	-1137	-427	384	1283	382	323	
-703	-959	-756	-509	221	448	521	226	
-49	-368	-214	-317	122	252	154	177	
425	522	363	16	-252	-896	-803	-177	
1248	2639	1290	8	-1834	-2426	-1809	-506	
1770	3230	1894	-97	-2472	-2758	-2958	-806	
1680	2782	1290	-55	-1761	-1935	-2096	-735	
996	1387	738	-152	-673	-679	-702	-380	
116	182	99	-27	-137	-123	-286	-41	
-258	-430	-145	82	98	521	8	-28	
-82	-385	-331	-172	483	1230	868	169	
-126	-694	-359	-21	972	986	535	16	
-333	-767	-565	-241	252	636	316	44	
