-154	-141	-314	-200	-102	-35	-15	-46	-34	-75	-121	-155	
125	-200	-388	-318	-220	-226	57	-21	-102	-196	-155	-86	
251	-393	-473	-302	-234	62	448	235	-156	-163	-68	-7	
60	-404	-1003	-339	-241	262	1405	259	-95	-107	-81	-7	
-152	-733	-1165	-1166	-110	442	1457	454	153	-88	-103	-74	
-49	-762	-1621	-1444	-200	335	671	677	339	-48	-48	-64	
-28	-748	-1709	-565	-399	302	334	746	581	0	27	47	
-109	-105	-243	-35	-198	-103	-21	121	56	225	112	199	
30	475	1530	649	-255	-717	-809	-918	-170	289	464	215	
-84	1716	3015	2054	-138	-2066	-2628	-2254	-621	241	563	87	
75	1464	3766	2232	148	-2197	-2816	-2742	-606	80	419	157	
125	1158	2943	1556	-42	-1355	-2282	-2398	-821	498	402	318	
0	341	1315	667	115	-775	-694	-1219	-441	176	376	215	
-273	16	265	-90	0	-274	-171	-191	-122	88	-34	31	
-245	-188	-374	-216	-7	-96	309	154	-21	-7	-189	-66	
-187	-171	-397	-390	-42	368	405	292	40	-48	-485	-134	
-175	-230	-650	-386	-55	212	654	202	-4	-169	-217	-127	
-308	-334	-451	-448	-186	24	370	202	22	-27	-114	-94	
-154	-263	-305	-433	-241	-172	181	137	-82	-78	-115	-83	
-217	-258	-368	-345	-172	-103	391	56	-54	-88	-202	-128	
