-70	-35	-9	-55	-130	-130	-149	-252	-229	-188	-227	-116	78	82	109	22	185	87	-148	-304	-385	-153	
-7	0	98	-117	40	-279	-319	-311	-334	-362	-381	-140	228	141	109	178	173	128	-351	-303	-326	-207	
199	99	-15	52	-31	-245	-354	-445	-431	-835	-454	-253	543	451	249	427	299	19	-489	-230	-322	-209	
448	247	251	147	32	-630	-406	-1427	-942	-1131	-348	-107	645	1425	478	427	239	140	-493	-674	-281	-163	
323	454	625	212	-110	-1262	-1178	-1327	-1438	-1272	-280	63	1221	1805	806	644	348	-289	-1013	-879	-785	-237	
265	256	441	360	-89	-1449	-1707	-630	-1495	-1117	-364	-14	1055	1227	626	1509	294	-245	-1376	-831	-533	-341	
212	231	220	-14	-321	-1981	-1264	-196	-560	-666	-126	-40	939	1062	642	824	340	289	-792	-894	-517	-244	
53	156	-15	-192	-185	-903	-75	241	-169	-302	-147	79	540	376	-47	-105	69	280	-193	-200	-311	-230	
-153	-187	-241	-601	-232	-157	395	687	352	0	0	158	322	78	-316	-473	-164	26	-119	43	-126	-148	
-319	-318	-1107	-804	179	170	1085	1819	1347	419	396	142	55	-727	-828	-702	-745	-252	52	1372	-134	-41	
-664	-1049	-1544	-1007	505	573	1792	2505	2489	1249	1136	118	-441	-2149	-1832	-1279	-1371	-504	227	1768	298	201	
-900	-1723	-1777	-688	635	1198	2655	2728	3154	2096	1322	213	-1190	-2784	-2409	-3083	-2132	-370	1107	1504	978	472	
-738	-1268	-1646	-630	741	1892	2862	3071	3205	3028	1675	23	-1593	-3351	-2477	-3425	-2785	-459	1202	1485	582	594	
-414	-1224	-1602	-804	514	1875	2620	2402	2421	2892	1894	395	-1454	-3875	-2546	-2673	-3968	-533	522	2127	1072	841	
-451	-946	-1719	-717	456	1528	2569	1888	2284	2604	1406	418	-1385	-3392	-2024	-2277	-2785	-104	503	2297	940	585	
-395	-304	-502	-136	440	1424	1119	1287	1108	1351	412	118	-885	-1597	-1268	-2236	-1615	525	1448	1504	297	34	
-284	-138	-97	21	57	324	177	185	232	239	103	-98	-537	-685	-435	-1853	-562	744	1240	437	-252	-185	
-49	90	148	262	32	-300	-373	-338	-148	-228	-368	-225	-246	-658	-224	-433	-131	400	306	-23	-959	-318	
66	82	705	360	-198	-1248	-892	-1156	-323	-849	-588	-187	47	-139	-99	31	270	177	-163	-437	-1037	-316	
174	115	648	433	-205	-1535	-1050	-1526	-2302	-1709	-644	23	173	250	437	108	279	201	-185	-1052	-1132	-126	
257	363	1341	368	48	-1234	-1493	-1711	-2104	-1540	-532	-67	55	384	444	132	284	254	-414	-611	-722	-52	
141	371	882	458	260	-1162	-1636	-1669	-1721	-1032	-474	-74	362	117	823	661	474	70	-255	-267	-148	-89	
132	24	316	335	334	-961	-1436	-872	-1155	-722	-428	-127	244	188	658	575	370	-23	-138	-163	-93	-126	
0	92	254	278	81	-266	-821	-230	-504	-624	-247	-34	215	368	405	442	235	13	-111	-121	-60	8	
