58	65	55	24	-152	-309	-434	-395	129	-61	224	430	71	55	-67	
60	74	58	41	-207	-165	-292	-245	-128	-68	272	639	71	0	-285	
58	116	257	156	-324	-731	-321	-573	-326	-108	376	1080	428	245	-496	
134	166	194	0	-440	-876	-520	-918	-373	-75	480	1215	460	442	-378	
-49	108	68	-159	-334	-905	-780	-889	-258	46	767	1520	444	267	-133	
-112	-7	-7	-152	-379	-949	-246	-386	-238	30	448	588	214	123	-120	
-126	-112	-186	-283	-186	-268	-123	-170	-149	-135	96	39	51	-12	-115	
-224	-282	-340	-290	452	262	546	397	-89	-317	-404	-694	-182	-267	-193	
-296	-452	-561	-283	917	1675	2278	1771	517	-297	-1622	-2455	-1486	-895	-332	
-531	-999	-620	-580	1341	2150	3379	2326	550	-701	-2783	-3597	-2215	-1537	-299	
-419	-895	-709	-318	917	2554	3886	2691	1016	-257	-3251	-3963	-2523	-1899	-266	
-196	-792	-620	-387	687	1939	3396	2135	446	-196	-2698	-3089	-2663	-1844	-54	
-328	-393	-437	-332	304	1429	2401	1111	463	-135	-1580	-1540	-1486	-1509	78	
-314	-126	-181	-173	-42	188	513	97	127	-108	-688	-248	-321	-365	157	
-7	-9	-35	-187	-399	-309	48	-946	56	112	-68	127	412	205	55	
251	133	365	82	-399	-1123	-389	-1722	-122	281	360	317	1002	213	7	
410	225	420	24	-282	-1805	-1416	-2225	-285	313	512	1486	1625	915	7	
238	141	707	107	-241	-1399	-1329	-1895	-149	168	580	1588	1709	308	-64	
187	58	707	272	-165	-1225	-506	-1349	-244	120	400	876	1170	577	338	
309	8	240	41	-35	-644	-335	-760	-143	-88	257	390	214	379	322	
