119	199	275	376	-14	-107	-92	122	193	157	87	
428	245	306	781	132	-40	332	315	249	192	77	
563	521	322	1012	462	334	642	422	297	105	-67	
817	497	1338	1624	1233	1639	882	434	271	0	11	
590	197	1554	2202	1988	1378	2178	315	122	393	109	
452	0	1520	2482	2300	2096	3587	674	461	612	87	
315	-14	1454	1310	2168	3368	3684	2139	437	1391	175	
165	-240	519	434	1184	2830	4672	2631	427	1542	157	
-64	-407	165	-53	166	1232	4607	3349	1448	1239	507	
-254	-630	-80	-278	-106	743	4737	3462	1977	1409	332	
-47	-1202	-305	-948	-567	528	3895	4067	2827	1051	717	
15	-1132	-305	-492	-334	365	4073	5164	3262	1391	516	
-7	-714	-338	-464	-402	77	4510	5202	2808	1693	306	
-27	-1090	-411	-238	-264	-33	4397	5296	1807	1976	262	
79	-923	-345	-311	241	357	4300	4710	1485	1693	-74	
150	-937	-292	-218	265	1411	4559	3992	1485	1579	-45	
-87	-463	204	289	921	1313	4494	2876	711	1598	-74	
31	-360	535	732	2021	1802	3992	2441	551	1485	483	
142	-14	1504	1112	2513	2569	2631	1269	402	236	273	
123	260	1770	1425	2529	1916	2340	797	105	17	113	
285	189	1288	1640	2119	427	979	972	376	8	52	
198	339	889	1029	1446	225	402	744	420	-89	297	
78	205	382	-20	257	114	271	473	-8	-104	105	
23	181	191	133	161	139	96	455	-23	-1	76	
