-99	42	-183	-208	-167	-125	-118	-337	-384	-247	-436	-197	-33	149	198	206	185	306	-20	-53	
-94	50	-148	-175	-167	-229	-210	-234	-789	-96	-215	-116	34	136	247	396	322	255	39	-99	
-135	-44	-358	-175	-160	-257	-256	-337	-963	-192	-211	32	152	188	406	722	237	250	211	-231	
-15	-128	-253	-198	-140	-532	-975	-578	-1108	-321	-245	47	241	375	893	2029	276	299	61	-89	
-89	-50	-232	-224	-306	-1209	-1781	-1209	-1616	-430	-745	161	430	1245	1334	1944	1467	772	117	-5	
-29	-149	-250	-294	-925	-2696	-2616	-2112	-2298	-982	-1306	161	876	1620	1706	3443	1668	723	172	-2	
-92	-249	-323	-524	-925	-2637	-3744	-3293	-2197	-1820	-1234	218	1167	1858	2723	4268	2086	1221	517	0	
-163	-429	-555	-552	-1620	-3255	-4843	-4124	-2733	-1574	-1047	517	704	2182	3333	5446	2972	1986	1392	187	
-325	-837	-406	-895	-2374	-5227	-6571	-5116	-3256	-485	-395	185	168	1892	3417	6675	3943	2684	1293	397	
-311	-1137	-615	-1370	-2596	-5978	-7626	-5203	-2675	81	-225	0	-345	1006	2994	7129	4595	4213	1607	215	
-78	-535	-719	-1742	-2626	-6743	-8153	-4416	-1747	1178	434	32	-324	304	3062	7230	5197	4645	2367	363	
-163	-492	-1077	-2128	-3365	-7067	-8124	-3395	-992	1737	1059	-122	-1284	144	2808	6944	5649	4712	2433	199	
-163	-500	-913	-1950	-3942	-7008	-8168	-3016	-1239	1649	625	-197	-1384	352	3197	7079	5448	4462	2086	327	
-188	-458	-854	-2262	-3661	-6331	-7963	-3454	-2458	1108	105	-177	-687	1279	3383	7500	4194	4363	1723	970	
-106	-64	-376	-1875	-2404	-4933	-6366	-3425	-2066	32	-14	8	-61	1858	3434	6086	3892	2800	1194	452	
-205	-125	-253	-1281	-1620	-3682	-5487	-3308	-2501	-549	-340	-45	112	2097	3112	4672	3357	1836	831	390	
-150	25	-281	-489	-1221	-1871	-3876	-2827	-2327	-273	-745	40	434	2097	2536	3173	1952	1171	235	117	
-79	-92	-71	-168	-1014	-1032	-2221	-2521	-1994	-151	-309	8	410	1637	1808	1928	865	299	54	70	
-156	-126	-64	-196	-334	-326	-1781	-1690	-1225	-151	-164	32	297	1347	826	1204	355	110	39	46	
-145	-190	-183	-217	-237	-167	-1312	-1019	-499	-144	-225	218	193	680	572	918	134	-7	-133	-99	
-177	-221	-196	-217	-42	58	-873	-611	-252	-276	-145	242	197	307	398	381	110	0	-167	-198	
