-75	-20	16	106	4	-177	-231	-262	-343	-525	95	-193	31	105	218	150	-7	43	-15	-189	-274	-67	
-70	8	-69	65	40	-157	-251	-257	-404	-891	-291	-247	141	352	312	119	16	131	-222	-309	-255	-126	
78	41	-21	-28	40	-245	-536	-601	-886	-1018	-121	-43	346	748	150	419	243	166	-203	-407	-311	-311	
365	0	-28	-76	-55	-354	-764	-1597	-1381	-1272	-414	-147	251	1211	675	427	371	43	-348	-478	-351	-326	
614	165	567	-124	-437	-831	-1321	-1683	-1537	-1878	-294	-227	409	1723	773	559	273	-245	-855	-942	-289	-241	
622	148	355	106	-253	-1579	-1264	-1242	-1721	-1568	-328	-313	490	1574	888	567	410	-185	-1344	-595	-178	-163	
310	181	151	-144	-192	-1722	-992	-146	-588	-1159	-181	-161	78	1524	626	341	317	105	-982	-1225	-230	-348	
153	181	-31	-240	-419	-1535	-190	193	152	-235	-54	-55	23	274	148	-53	124	210	-111	-496	-52	-193	
66	-228	-214	-731	-535	-551	323	1047	432	7	31	-27	-61	-73	-40	-564	23	324	148	-289	-151	-119	
-208	-580	-564	-1079	-110	210	1516	2299	1432	673	293	7	-166	-437	-402	-663	-556	324	264	350	-141	-33	
-517	-1093	-1209	-1239	309	1042	2275	2694	1978	1893	985	-40	-425	-1638	-1213	-1279	-1602	96	236	1334	53	10	
-471	-1561	-1879	-1616	603	1354	3190	2865	2642	2503	1692	165	-1010	-3337	-2477	-2564	-2227	-215	516	1504	487	157	
-458	-1503	-1923	-1471	505	1771	3777	2248	2830	3231	1827	165	-1829	-3737	-2958	-2659	-2608	-296	918	2108	978	682	
-414	-1488	-1675	-760	654	1667	3483	1939	2540	3367	1793	126	-1676	-3226	-2546	-2154	-3384	-311	937	2751	638	314	
-416	-697	-1471	-746	423	1371	3449	2042	2080	2706	579	15	-1399	-2922	-2793	-1361	-2908	96	767	2354	525	446	
-319	-290	-489	-427	130	937	1309	841	835	1706	349	-60	-982	-1652	-1777	-1443	-1112	6	604	455	105	174	
-215	-28	-152	-179	-13	202	105	16	288	504	142	-140	-471	-1251	-842	-1388	-164	438	394	87	43	-156	
8	371	509	122	-28	-191	-149	-544	-175	-181	-294	-173	-206	-397	-343	-73	-144	438	61	-407	-89	-422	
53	276	1377	221	-28	-510	-678	-1071	-431	-821	-574	-227	0	227	-93	-35	-59	182	-252	-1225	-911	-426	
107	247	1907	499	-185	-659	-1336	-1583	-1792	-1525	-742	-160	196	344	452	85	117	112	-509	-1493	-880	-156	
157	543	1271	581	8	-530	-1278	-1982	-1835	-1582	-869	-187	236	376	1233	132	331	219	-461	-642	-927	-200	
182	280	1023	1271	65	-313	-864	-1839	-1608	-1356	-501	47	141	1029	1430	668	417	192	-296	-437	-643	-282	
0	-21	493	458	423	-374	-878	-1213	-1778	-1004	-454	134	259	781	1545	505	61	17	-477	-516	-230	-141	
24	4	131	228	122	-630	-721	-345	-1141	-990	-274	126	282	384	987	463	85	-52	-178	-516	-8	-56	
-32	-3	-7	204	-116	-429	-502	-169	-612	-765	-454	118	178	78	872	278	270	-4	-217	-237	-178	-37	
