-121	-85	-7	-162	-153	-105	-312	-346	-194	-172	-76	48	13	
-95	-113	14	0	-182	-159	-347	-341	-268	-213	-41	-55	56	
-86	-107	-31	-190	-132	-266	-554	-492	-324	-48	236	100	-14	
-71	-33	-103	-169	-154	-216	-434	-492	-227	-76	407	235	48	
-185	-113	-63	-43	-195	-526	-473	-580	-90	73	586	260	8	
-112	0	8	50	-56	-910	-841	-617	-159	302	758	1198	517	
-93	48	7	-56	-196	-1443	-871	-888	-282	352	1160	642	688	
-128	-65	-127	-85	-259	-1369	-812	-1181	-330	32	497	381	257	
-182	-233	-296	-120	-84	-244	-21	-104	-97	-199	16	32	210	
-248	-389	-472	-57	33	241	514	560	-55	-746	-852	-1478	8	
-319	-382	-570	-253	301	1446	2156	1343	57	-1428	-1892	-2225	-177	
-333	-389	-411	-346	226	1770	2907	1574	304	-1805	-2556	-3059	16	
-312	-142	-338	-167	108	1572	2532	1734	509	-1573	-2585	-2240	-95	
-199	-85	-138	-92	-182	870	1261	560	419	-1007	-1257	-932	-122	
51	84	-36	-43	-110	141	124	66	-186	-28	-151	-218	-89	
99	127	67	-127	-175	-126	-208	-352	-241	81	432	97	-48	
153	186	143	117	-189	-260	-856	-668	-337	286	546	521	177	
358	263	109	117	-280	-260	-929	-932	-379	384	758	446	113	
127	-50	-22	100	-164	-174	-988	-624	-310	375	481	16	-58	
82	35	30	50	-301	-320	-503	-404	-21	375	218	-10	-217	
