-195	-237	-249	-90	-76	497	92	37	
-355	-271	-287	-145	354	490	196	40	
-644	-635	-536	-358	40	380	162	56	
-1043	-782	-990	-742	237	828	573	185	
-1221	-1121	-1312	-509	368	1213	851	597	
-836	-1121	-1049	-544	237	423	764	349	
-195	-56	-173	-365	-69	-348	89	218	
233	506	454	-138	-731	-1502	-1047	-14	
2256	2192	1859	353	-1196	-2455	-2570	-238	
1734	2729	2535	296	-1877	-2470	-3303	-298	
942	2639	1467	246	-1428	-2686	-2728	-393	
566	1852	916	-35	-412	-1156	-1449	-502	
-7	420	24	-24	49	-157	-395	-224	
-93	-14	-359	-131	204	537	-89	-197	
-156	-458	-521	-193	409	445	129	-116	
-496	-576	-888	-255	343	706	105	-83	
-733	-277	-829	-468	253	400	113	-30	
-339	-252	-390	-234	90	151	-7	-14	
-404	-374	-325	-186	90	122	-211	-124	
