82	99	128	-103	-49	-170	-256	-445	-402	-248	-111	-47	139	195	184	98	177	52	-252	-102	-141	
59	128	131	147	-27	-293	-326	-331	-504	-215	-134	-23	165	212	202	237	174	78	-367	-238	-385	
73	130	121	122	89	-354	-515	-729	-815	-934	-394	-74	275	289	279	532	207	-296	-840	-522	-444	
182	198	-38	278	32	-1090	-692	-1484	-560	-821	-448	94	646	1376	494	513	467	-109	-887	-563	-525	
356	322	290	294	163	-1564	-1393	-1555	-942	-1258	-378	102	839	2037	544	513	475	280	-824	-466	-464	
229	329	361	152	-76	-1650	-1436	-1341	-1084	-948	-381	102	440	1640	921	520	180	-592	-1281	-674	-706	
199	311	196	32	-342	-1607	-849	-886	-135	-525	-134	-54	573	1012	823	-40	-90	-126	-824	-341	-274	
83	156	82	-137	-353	-395	-183	48	-27	-349	-67	-54	357	572	343	-92	-373	-232	-245	-273	-296	
-35	-187	-248	-427	-244	-225	395	506	152	-322	-127	39	338	-100	117	-453	-608	-183	-89	-245	-262	
-471	-263	-399	-775	32	105	1085	1304	392	263	269	-40	-186	-1265	-636	-1771	-745	-15	175	507	-252	
-664	-565	-1267	-1312	480	851	1464	1956	1449	1300	516	-40	-649	-1900	-1419	-2290	-1262	-296	144	1409	-23	
-767	-844	-1179	-1268	1055	1128	2206	2574	2608	2096	1271	292	-788	-2771	-2340	-2249	-2921	508	1372	1844	245	
-664	-1532	-1471	-1254	1021	1528	2534	3071	3017	2808	1928	189	-1204	-3461	-2752	-2400	-3193	464	1618	2259	341	
-517	-1532	-1398	-1254	1160	1597	2413	3002	2438	3163	1759	490	-1746	-3834	-2450	-2906	-3384	-444	1013	3015	621	
-650	-1268	-1486	-905	1125	1389	3000	2488	1739	2299	1120	513	-1343	-3102	-2436	-3070	-2567	-734	1070	2958	621	
-416	-668	-482	-354	440	868	739	1339	536	1131	460	158	-968	-1459	-1309	-1402	-2527	516	1089	1051	420	
-146	-297	-152	-206	-82	275	234	120	520	111	127	-14	-649	-961	-362	-868	-1411	499	665	411	140	
182	99	180	294	-116	-272	-210	-365	-68	-215	-201	-131	-232	-561	-145	-855	208	175	166	-200	-274	
240	400	468	335	48	-1018	-806	-900	-417	-905	-374	-74	-20	-53	-112	-191	720	441	-171	-481	-341	
174	222	574	532	97	-1090	-1364	-1370	-673	-2033	-434	-220	338	407	343	450	804	337	-104	-292	-318	
298	495	1076	1078	114	-1349	-1707	-1967	-1169	-2047	-602	-320	772	781	554	466	459	210	-274	-264	-355	
207	346	829	1201	8	-932	-1164	-2024	-1481	-1469	-534	-220	251	616	462	450	358	-36	-143	-185	-237	
30	123	758	450	163	-313	-764	-1854	-1098	-976	-534	-293	251	616	499	384	82	41	-107	-222	-215	
-11	99	435	188	122	-191	-481	-786	-1523	-807	-261	-173	385	478	473	271	218	350	-104	-241	-240	
