-60	10	40	-53	-168	-245	-437	-355	-399	-42	-14	-29	-131	
17	41	-11	-148	-203	-393	-412	-346	-307	-110	277	-21	-84	
-36	-57	25	-15	-110	-327	-471	-580	-372	49	1265	300	-7	
-38	3	84	67	-298	-688	-1062	-649	-363	327	1265	746	185	
17	25	79	-37	-461	-659	-1150	-873	-296	586	793	573	-82	
-43	-6	16	168	-363	-1176	-738	-814	-248	196	627	521	266	
-50	-22	-169	-90	-175	-585	24	132	-73	-192	440	-136	-129	
-199	-120	-324	-183	-70	350	1065	667	16	-485	-564	-1205	-332	
-319	-403	-647	-354	75	1932	3140	1610	-49	-1616	-2686	-2225	-735	
-185	-191	-494	-659	167	1788	3426	1752	90	-2153	-2831	-2513	-478	
-169	-170	-477	-480	443	1986	2639	1147	394	-1123	-1993	-2110	-312	
-62	-99	-447	-127	318	1194	1297	495	271	-238	-795	-975	-183	
37	-125	-408	-176	-182	41	-91	24	82	-35	-458	-286	-175	
-12	-29	-169	-85	-243	-334	-527	-293	-104	-48	24	-55	-224	
-71	-39	16	-64	-370	-541	-900	-565	-186	139	464	332	-89	
-61	-71	101	-22	-84	-659	-1150	-829	-117	196	338	300	185	
-29	65	371	67	-314	-555	-503	-741	-434	-7	241	267	85	
-42	-8	448	-43	-301	-452	-282	-214	-303	-62	366	105	-55	
